LossAfter,MaxKL,NumTrajs,TotalExecTime,ItrTime,AveragePolicyStd,LossBefore,MinReturn,MaxReturn,MeanKL,StdReturn,Perplexity,Time,AverageReturn,Entropy,ExplainedVariance
-0.0125498,0.202744,20,6.9883551597595215,7.120285749435425,0.929406,0.00578562,0.0,4700.0,0.0654328,1243.14118265,14.7277,7.1202826499938965,1240.0,2.68973,0.256705546876
-0.0213585,0.0986851,20,8.828812837600708,8.929990291595459,0.932016,0.00531312,1900.0,15000.0,0.0597905,3696.46790869,14.8132,16.05380415916443,10425.0,2.69552,0.447489962073
-0.0416447,0.0713033,20,6.435012578964233,6.480803966522217,0.933374,-0.0219457,7400.0,19300.0,0.0434158,2830.94948736,14.8526,22.538769006729126,13715.0,2.69817,0.683143578985
-0.0296054,0.0400871,20,6.498095750808716,6.541786193847656,0.928374,-0.0179211,7500.0,16900.0,0.0260769,2351.86628021,14.6905,29.086746215820312,12185.0,2.6872,0.651924358229
-0.0202142,0.0491842,20,11.53662896156311,11.57715630531311,0.924161,-0.0095352,11000.0,18300.0,0.0244028,1894.3270573,14.5594,40.677860736846924,15145.0,2.67824,0.823402369315
-0.0615861,0.0835196,20,6.438066005706787,6.482324123382568,0.921939,-0.0404261,7700.0,18800.0,0.0518984,3051.14322837,14.4902,47.17594313621521,13945.0,2.67347,0.642924965643
-0.038675,0.110843,20,8.939320802688599,8.990650653839111,0.91257,-0.0121193,2700.0,17200.0,0.0674824,4216.40842424,14.2002,56.169992446899414,12030.0,2.65326,0.584495306479
