NumTrajs,StdReturn,MinReturn,MeanKL,Perplexity,Entropy,LossBefore,ItrTime,AverageReturn,LossAfter,MaxKL,Time,AveragePolicyStd,MaxReturn,ExplainedVariance,TotalExecTime
20,1813.25673858,0.0,0.628846,17.1557,2.84233,0.00789786,10.826654195785522,1790.0,-0.0585954,1.80174,10.826648950576782,1.00326,5300.0,0.142331250117,10.740015029907227
20,6052.64405033,5300.0,0.0716585,17.2917,2.85023,-0.0141177,10.373287439346313,13250.0,-0.030943,0.21702,21.20482110977173,1.00712,28400.0,0.319380613126,10.3045175075531
20,6467.34876128,0.0,0.0389868,17.1701,2.84317,-0.0165924,10.662390947341919,21420.0,-0.0224707,0.182148,31.87602424621582,1.00357,29100.0,0.617960129219,10.622370958328247
20,4282.81449517,15300.0,0.0801717,17.0282,2.83487,-0.0146767,10.372338056564331,25950.0,-0.0297878,0.156444,42.253116846084595,0.999391,31600.0,0.675415434699,10.298052787780762
20,6859.04330064,0.0,0.0526492,16.9037,2.82753,-0.0221391,10.704665422439575,24245.0,-0.0317575,0.169544,52.96460461616516,0.995779,31500.0,0.637798700031,10.638168573379517
20,5160.74364796,12100.0,0.216973,16.7176,2.81646,-0.0322185,10.515044450759888,19715.0,-0.0643949,0.444909,63.48857641220093,0.990259,29700.0,0.547447769756,10.465286493301392
20,3788.93124773,7600.0,0.340811,16.4505,2.80036,0.00475984,10.735039949417114,14400.0,-0.0703483,0.716653,74.22731280326843,0.982359,22000.0,0.45274890033,10.675467252731323
