LossBefore,TotalExecTime,Perplexity,MinReturn,Time,Entropy,StdReturn,NumTrajs,MaxKL,LossAfter,ExplainedVariance,AveragePolicyStd,ItrTime,MaxReturn,AverageReturn,MeanKL
0.00644583,10.949592590332031,14.5788,0.0,11.067431688308716,2.67957,12085.7881414,20,8.05458,-0.112382,0.820489574746,0.92455,11.06743597984314,34800.0,19885.0,1.12465
0.00551161,9.98288893699646,14.673,7700.0,21.154887199401855,2.68601,4087.84784453,20,7.6824,-0.198967,0.348330025405,0.927246,10.078342914581299,23300.0,15250.0,2.40735
0.0059006,10.636518001556396,14.7135,24500.0,31.836064338684082,2.68877,2819.75176212,20,5.03863,-0.0848386,0.81663841842,0.928532,10.67846941947937,37100.0,32200.0,0.815868
-0.0138796,10.66585922241211,14.757,37500.0,42.56793403625488,2.69172,1358.71262598,20,1.14896,-0.0391115,0.967925838242,0.929934,10.719244241714478,43500.0,41670.0,0.200327
-7.6998e-05,10.667320728302002,14.6549,39400.0,53.28532147407532,2.68478,941.222609163,20,0.277287,-0.0131879,0.977407656667,0.92685,10.70852518081665,43100.0,41490.0,0.0729932
-0.0221279,10.77864408493042,14.6544,37700.0,64.13726902008057,2.68474,1527.50613747,20,1.94571,-0.0503549,0.954937767007,0.926833,10.845311880111694,43000.0,41185.0,0.273896
-0.0200412,10.693511247634888,14.4931,35600.0,74.87388801574707,2.67368,1672.99133291,20,2.11571,-0.0990942,0.934139538542,0.921703,10.73125147819519,42100.0,39210.0,0.627518
