AverageReturn,MinReturn,StdReturn,NumTrajs,TotalExecTime,LossAfter,Entropy,MaxReturn,LossBefore,Time,Perplexity,AveragePolicyStd,MeanKL,MaxKL,ExplainedVariance,ItrTime
642.5,0.0,541.242782862,40,3.5965545177459717,-0.188726,2.4367,1900.0,0.0255684,3.6736295223236084,11.4353,0.82843,2.7858,7.87844,0.194366542347,3.6736395359039307
4805.0,2900.0,724.896544343,40,3.5125179290771484,-0.136267,2.46227,6500.0,0.0046752,7.264308929443359,11.7314,0.842011,2.61006,5.48649,0.80914077809,3.5844619274139404
867.5,100.0,471.374320472,40,3.660682439804077,-0.306759,2.46461,2300.0,0.0452663,10.958225965499878,11.7589,0.842966,4.68182,7.31388,0.328426187036,3.6833248138427734
3680.0,2200.0,800.687204843,40,3.5845699310302734,-0.136234,2.48724,5200.0,-0.0145662,14.573538780212402,12.0281,0.851083,2.79213,7.30195,0.70343697168,3.6126925945281982
492.5,0.0,329.687351896,40,3.837455987930298,-0.186925,2.47996,1400.0,0.0232981,18.45017910003662,11.9408,0.847964,2.43127,3.68272,0.280650538052,3.8718132972717285
7147.5,5900.0,432.427739628,40,3.449457883834839,-0.0942172,2.49161,7800.0,-0.0328176,21.956419706344604,12.0807,0.851972,0.558467,1.22435,0.975768570554,3.5014116764068604
5562.5,3700.0,743.19832481,40,4.822874307632446,-0.273712,2.4752,6900.0,-0.0101383,26.84005093574524,11.8841,0.8454,4.72278,6.76985,0.87412685404,4.873720645904541
