AveragePolicyStd,MaxKL,StdReturn,Perplexity,Time,ExplainedVariance,MaxReturn,MinReturn,MeanKL,LossAfter,Entropy,AverageReturn,TotalExecTime,NumTrajs,LossBefore,ItrTime
1.00568,0.00643093,21.7944947177,17.2706,15.573589563369751,0.160485883318,100.0,0.0,0.00070026,-0.00908055,2.849,5.0,15.243852138519287,20,-0.00759459,15.573596000671387
1.00195,0.0915809,47.6969600708,17.1399,31.84886646270752,0.0737513415312,200.0,0.0,0.00119814,-0.00156173,2.84141,15.0,15.951995849609375,20,0.00128122,16.24090266227722
1.00224,0.0,0.0,17.1509,48.58277702331543,1,0.0,0.0,0.0,-0.0,2.84205,0.0,16.516225337982178,20,-0.0,16.722113132476807
1.00224,74.8781,160.0,17.1509,66.12707090377808,0.163071867834,600.0,0.0,0.488854,-0.0759648,2.84205,80.0,17.255744218826294,20,0.00552867,17.525829076766968
1.00366,270.209,21.7944947177,17.1984,83.29482221603394,0.0517396676793,100.0,0.0,2.1757,0.216726,2.84481,5.0,16.894747018814087,20,-0.0152371,17.143325328826904
0.999897,0.171934,67.8232998313,17.0678,100.52681708335876,0.126948086889,300.0,0.0,0.00134743,-0.0221188,2.83719,20.0,17.10022211074829,20,-0.0203841,17.22886061668396
0.994859,14.8983,96.3068014213,16.8948,116.8669662475586,0.0866482783399,400.0,0.0,0.101198,-0.00211271,2.827,35.0,16.112258434295654,20,-0.00495893,16.327754974365234
