MaxReturn,MeanKL,Time,ItrTime,Entropy,Perplexity,AveragePolicyStd,LossBefore,MaxKL,ExplainedVariance,LossAfter,NumTrajs,MinReturn,StdReturn,TotalExecTime,AverageReturn
5300.0,1.58097,4.895449161529541,4.895453453063965,2.40341,11.0609,0.805297,-0.0136355,13.7179,0.691779609353,-0.210694,40,1900.0,660.752412027,4.819438457489014,3087.5
7200.0,0.154151,9.691465616226196,4.788636684417725,2.38978,10.9111,0.799493,0.0288849,0.918019,0.59320421715,-0.0337558,40,700.0,1983.9213064,4.690915822982788,2642.5
7600.0,0.0809534,14.718478202819824,5.022441148757935,2.40422,11.0698,0.805133,-0.0330311,2.87251,0.821532995904,-0.0672794,40,3100.0,1328.15661727,4.973107099533081,5650.0
7800.0,0.0524435,19.298065423965454,4.576937675476074,2.3877,10.8885,0.798511,-0.0549136,0.464552,0.88771630633,-0.0851065,40,3200.0,958.631837569,4.537057876586914,6155.0
7900.0,0.0438243,24.029503345489502,4.723584890365601,2.36025,10.5936,0.787577,-0.0625907,0.4305,0.88722676179,-0.0876051,40,3600.0,1047.74758411,4.67667031288147,6515.0
7700.0,0.0406521,28.79879069328308,4.76249361038208,2.32895,10.2672,0.775339,-0.0239579,1.33814,0.872101601029,-0.0461937,40,2300.0,1287.62378046,4.715433359146118,6345.0
7700.0,0.0503552,33.507864236831665,4.705214738845825,2.31697,10.1449,0.770712,-0.0309787,2.34527,0.885122309573,-0.051615,40,2300.0,1128.15945238,4.656106233596802,6597.5
