MinReturn,Perplexity,MaxReturn,TotalExecTime,MeanKL,AveragePolicyStd,NumTrajs,AverageReturn,ItrTime,LossAfter,MaxKL,Entropy,StdReturn,LossBefore,ExplainedVariance,Time
0.0,14.5788,0.0,18.191408395767212,0.0,0.92455,20,0.0,18.28672742843628,-0.0,0.0,2.67957,0.0,-0.0,1,18.286722660064697
0.0,14.5788,0.0,17.50160050392151,0.0,0.92455,20,0.0,17.600958585739136,-0.0,0.0,2.67957,0.0,-0.0,1,35.89588117599487
0.0,14.5788,0.0,17.819282054901123,0.0,0.92455,20,0.0,17.9204261302948,-0.0,0.0,2.67957,0.0,-0.0,1,53.825676918029785
0.0,14.5788,200.0,16.426743507385254,0.0712308,0.92455,20,10.0,16.470271587371826,-0.0277678,1.05241,2.67957,43.5889894354,-0.0106185,0.229806976111,70.31514859199524
0.0,14.5016,400.0,16.40737295150757,0.0653092,0.921998,20,65.0,16.477047204971313,-0.0311741,0.620122,2.67426,123.592070943,-0.0131103,0.461588823145,86.80590271949768
0.0,14.4068,500.0,16.09638786315918,0.0534537,0.918944,20,275.0,16.184645652770996,-0.017258,0.460141,2.6677,184.051623193,-0.00536718,0.688571826902,102.99889159202576
200.0,14.3682,600.0,16.273381233215332,0.039483,0.917635,20,430.0,16.371716022491455,-0.0272539,0.702296,2.66502,90.0,-0.0179962,0.897282951195,119.38015556335449
