ExplainedVariance,Perplexity,AverageReturn,LossAfter,AveragePolicyStd,ItrTime,TotalExecTime,NumTrajs,MeanKL,Entropy,MinReturn,StdReturn,MaxKL,MaxReturn,Time,LossBefore
0.319968372785,16.3558,1212.5,-0.146817,0.982009,5.477134943008423,5.401715040206909,40,1.99272,2.79458,100.0,616.111799919,121.765,2600.0,5.477129220962524,0.00171171
0.521246542736,16.3838,2765.0,-0.117863,0.984563,5.193647384643555,5.141733169555664,40,0.379218,2.79629,800.0,921.289856668,13.5335,4600.0,10.676819086074829,-0.0300237
0.634827827674,16.1397,3435.0,-0.0337582,0.977196,5.50417160987854,5.4721360206604,40,0.145056,2.78128,1800.0,855.146186333,10.8411,5500.0,16.186264276504517,0.00738228
0.675359706514,16.1994,3972.5,-0.067253,0.97953,5.074275016784668,5.021822690963745,40,0.123881,2.78497,1600.0,962.285690427,4.53606,6000.0,21.26566481590271,-0.0344579
0.702172826383,15.9227,4332.5,-0.0393143,0.970526,5.02761173248291,4.99705958366394,40,0.081707,2.76775,1900.0,971.69632602,3.72363,5900.0,26.302189588546753,-0.00996045
0.745262112947,15.8436,4155.0,-0.0578586,0.967242,6.162260055541992,6.113634824752808,40,0.144124,2.76276,2000.0,914.043215609,7.51473,5600.0,32.473700284957886,-0.0228063
0.728537954826,15.6639,4672.5,-0.0250009,0.961142,5.178090333938599,5.136281490325928,40,0.0279917,2.75136,2600.0,1048.56747518,0.488727,7300.0,37.65570592880249,-0.00766579
