Perplexity,AverageReturn,Entropy,MaxReturn,TotalExecTime,NumTrajs,AveragePolicyStd,MeanKL,Time,LossBefore,MaxKL,ExplainedVariance,StdReturn,MinReturn,LossAfter,ItrTime
13.0471,11100.0,2.56857,19000.0,6.663407564163208,20,0.87453,1.02621,6.727463960647583,0.00886729,2.72897,0.461209476492,4190.70399814,4900.0,-0.126588,6.727468252182007
13.1634,20235.0,2.57744,21300.0,6.222255229949951,20,0.878288,0.0660494,13.043526649475098,-0.00190942,0.263506,0.971689351434,727.512886484,18500.0,-0.0292731,6.311499118804932
13.1508,21245.0,2.57648,21900.0,6.451169967651367,20,0.87788,0.0110177,19.56498694419861,-0.0158236,0.0765283,0.984756241691,576.606451577,19800.0,-0.0216994,6.517848491668701
13.0472,21360.0,2.56857,21700.0,6.414466857910156,20,0.87438,0.00268933,26.019425630569458,-0.0079841,0.0140452,0.990865273894,330.756708171,20500.0,-0.0107141,6.448251724243164
12.9952,21380.0,2.56458,21800.0,6.318817377090454,20,0.872478,0.0507696,32.39006447792053,-0.0221573,0.290933,0.990479532073,348.711915483,20400.0,-0.0351908,6.365880966186523
12.852,21315.0,2.5535,22100.0,6.469427108764648,20,0.867598,0.0215276,38.92439317703247,-0.024188,0.124648,0.987642220767,522.757113773,19800.0,-0.0342681,6.530664682388306
12.6975,21395.0,2.54141,21700.0,6.686984062194824,20,0.862302,0.00283616,45.6651885509491,0.0143334,0.0526024,0.99257393142,208.50659462,21000.0,0.0108128,6.728647708892822
