AveragePolicyStd,ExplainedVariance,Entropy,Perplexity,TotalExecTime,LossBefore,Time,MaxReturn,StdReturn,MeanKL,AverageReturn,ItrTime,MaxKL,NumTrajs,LossAfter,MinReturn
0.947542,0.0452568623852,2.72206,15.2117,4.866627216339111,-0.00740828,4.94443154335022,100.0,21.7944947177,0.0739166,5.0,4.9444358348846436,0.838033,20,-0.037684,0.0
0.943958,0.221038001084,2.71465,15.0994,9.511284351348877,-0.0119996,14.530457973480225,1800.0,386.619968444,0.104461,305.0,9.582328081130981,0.819007,20,-0.0452171,0.0
0.940927,0.221563816915,2.70865,15.009,4.781320095062256,0.00107131,19.363832473754883,7100.0,1581.92130019,0.119942,3445.0,4.8249900341033936,0.212352,20,-0.0376223,1000.0
0.940809,0.893586498357,2.70919,15.0171,4.75066614151001,-0.0326624,24.1633563041687,21100.0,1499.49991664,0.0812301,19150.0,4.792275667190552,0.212373,20,-0.0561071,16000.0
0.933256,0.981728987492,2.69286,14.7738,4.658002138137817,-0.0122749,28.8528470993042,21600.0,643.331174435,0.0405956,20825.0,4.682355880737305,0.0847357,20,-0.0255313,19200.0
0.930055,0.988453798705,2.68672,14.6834,4.676694393157959,-0.00979905,33.57357478141785,22000.0,557.314991724,0.0321797,21320.0,4.712661981582642,0.172073,20,-0.0241466,19600.0
0.928096,0.962613677808,2.68182,14.6117,4.62783145904541,-0.010318,38.24941158294678,22500.0,1150.26083998,0.0972623,21070.0,4.670285224914551,0.81173,20,-0.0411707,18600.0
