Entropy,Perplexity,TotalExecTime,MaxReturn,StdReturn,AveragePolicyStd,NumTrajs,ItrTime,MaxKL,Time,LossAfter,MeanKL,ExplainedVariance,AverageReturn,LossBefore,MinReturn
3.08155,21.7921,25.921542644500732,2100.0,594.537635478,1.12957,20,26.03478717803955,1.51054,26.034782886505127,-0.0104342,0.0143418,0.37997607786,345.0,-0.00502403,0.0
3.07652,21.6829,27.67171597480774,4200.0,1196.91269523,1.12673,20,27.76200795173645,0.788522,53.801878452301025,-0.00970691,0.0120396,0.609315706121,880.0,-0.00417797,0.0
3.07444,21.6377,26.27353262901306,1300.0,436.434416608,1.12556,20,26.5526225566864,0.324152,80.36434841156006,-0.00960377,0.00397337,0.601020035242,295.0,-0.00641006,0.0
3.07123,21.5684,32.41594123840332,2400.0,728.285658241,1.12376,20,32.579933166503906,0.0748446,112.95105123519897,-0.00424877,0.00237542,0.586161814782,540.0,-0.0020258,0.0
3.07022,21.5466,27.439148664474487,3000.0,792.716847304,1.12319,20,27.544283390045166,0.717046,140.50175762176514,0.00467098,0.0103428,0.56793808223,640.0,0.00984701,0.0
3.07514,21.6529,28.499732494354248,1500.0,448.636824169,1.12596,20,28.625324487686157,0.0381192,169.1377568244934,0.00737994,0.00226397,0.527256893534,235.0,0.0103489,0.0
3.08032,21.7653,27.310514450073242,2600.0,749.266307797,1.12887,20,27.47358512878418,0.393635,196.62211060523987,-0.0152355,0.00145954,0.519007830636,460.0,-0.0129159,0.0
