Entropy,NumTrajs,Perplexity,MaxReturn,Time,MaxKL,LossAfter,AveragePolicyStd,MinReturn,TotalExecTime,StdReturn,ExplainedVariance,MeanKL,ItrTime,LossBefore,AverageReturn
2.79458,40,16.3558,1900.0,7.76369309425354,18.6099,-0.0222891,0.982009,0.0,7.686028242111206,421.300071208,0.137601345673,0.361484,7.763697624206543,0.035929,547.5
2.83051,40,16.9542,4400.0,14.818612575531006,49.1677,-0.0578819,0.998395,900.0,6.981299638748169,734.332179603,0.57844534357,0.272641,7.050221681594849,-0.00244593,2377.5
2.82929,40,16.9334,4700.0,22.11754298210144,4.02184,-0.0721058,0.998016,500.0,7.227718830108643,1173.03026389,0.561154603336,0.126194,7.292646408081055,-0.0352213,2500.0
2.81168,40,16.6378,4500.0,29.373294353485107,3.38047,-0.0594811,0.989641,500.0,7.143800497055054,905.207158611,0.619351956371,0.0486026,7.232951402664185,-0.0364707,3010.0
2.79344,40,16.3372,5200.0,36.75267148017883,3.97085,-0.0669147,0.980346,800.0,7.3460915088653564,1081.20014336,0.576520790412,0.126799,7.370311975479126,-0.0204791,3152.5
2.7832,40,16.1707,6000.0,44.03601670265198,2.95551,-0.0614772,0.974955,400.0,7.21903395652771,1433.91073641,0.593351602232,0.108765,7.277242422103882,-0.0266483,3130.0
2.76988,40,15.9567,5900.0,51.51583743095398,2.75952,-0.0500253,0.968107,400.0,7.418307304382324,1281.78586355,0.581262940044,0.124932,7.466523170471191,-0.0110955,3455.0
