MeanKL,MaxReturn,ExplainedVariance,NumTrajs,LossAfter,AveragePolicyStd,MaxKL,LossBefore,TotalExecTime,MinReturn,Entropy,StdReturn,AverageReturn,Time,ItrTime,Perplexity
0.636944,21900.0,0.9094357671,20,-0.0831519,0.930467,4.29629,-0.02101,6.565399169921875,15400.0,2.69307,1687.1499637,19255.0,6.652373552322388,6.6523802280426025,14.777
0.0867495,21100.0,0.931838276387,20,-0.0294707,0.920858,0.626588,-0.0106124,6.520206451416016,17000.0,2.67206,1393.51175094,19525.0,13.232606410980225,6.575778007507324,14.4698
0.0820911,21500.0,0.98224310474,20,-0.0310302,0.91851,1.24915,-0.00876177,6.3247997760772705,18800.0,2.66676,656.962708226,20920.0,19.616072416305542,6.378748416900635,14.3932
0.0448043,21600.0,0.963493537035,20,-0.0413185,0.916519,0.710845,-0.0266736,6.450855255126953,18100.0,2.66238,1056.82306939,20525.0,26.111109256744385,6.4904093742370605,14.3303
0.0184464,21600.0,0.986072275514,20,0.000111938,0.910515,0.131674,0.00627913,6.478699684143066,19000.0,2.64904,602.826674924,20960.0,32.66319751739502,6.5478363037109375,14.1405
0.058602,21900.0,0.960268452375,20,-0.0380665,0.912104,0.969784,-0.020627,6.327144145965576,16600.0,2.65218,1205.93324857,20915.0,39.04101634025574,6.3701746463775635,14.1849
0.0346017,22000.0,0.989466639867,20,-0.0306295,0.907232,0.573057,-0.0207807,6.608361721038818,19900.0,2.64187,430.581002832,21260.0,45.701454401016235,6.6529622077941895,14.0394
