1NumTrajs,dLoss,ComputeUpdatedDistTime,0Perplexity,0AverageReturn,ItrTime,0EnvExecTime,0MaxReturn,1AveragePolicyStd,0Entropy,1AverageReturn,0ProcessExecTime,1StdReturn,Time,0NumTrajs,0StdReturn,1EnvExecTime,0ExplainedVariance,MeanKLBefore,1MaxReturn,LossBefore,MeanKL,1ExplainedVariance,0MinReturn,1ProcessExecTime,0AveragePolicyStd,1Perplexity,LossAfter,0PolicyExecTime,1MinReturn,1PolicyExecTime,1Entropy
1200,0.00353114586323,0.07755398750305176,8.95539,71.5,80.71625328063965,17.290354251861572,1600.0,0.723587,2.19226,792.166666667,0.7859592437744141,1061.06329008,2688.521163702011,1200,278.276391381,15.894891738891602,0.0909181055189,0.0,2800.0,-2.09547579288e-09,0.00633088918403,0.514466775671,0.0,0.7083263397216797,0.724222,8.9385,-0.00353114795871,17.367889881134033,0.0,25.433616161346436,2.19037
1200,0.00501194759272,0.07590126991271973,8.76378,72.5833333333,88.47045874595642,16.89279818534851,1900.0,0.716613,2.17063,670.5,0.7935898303985596,996.190953917,2778.8751413822174,1200,274.207937623,18.73637866973877,0.0707991783572,0.0,2800.0,-1.16415321827e-09,0.00778777245432,0.472788230761,0.0,0.8056774139404297,0.716415,8.76846,-0.00501194875687,17.97089147567749,0.0,29.9896879196167,2.17116
1200,0.0054755224337,0.09433245658874512,8.44568,66.0833333333,85.40096831321716,18.10177969932556,2200.0,0.702733,2.13366,814.666666667,0.8141043186187744,1075.15187558,2866.0770769119263,1200,268.684436447,16.832435369491577,0.0858098121324,0.0,2900.0,-9.82254277915e-10,0.00976214278489,0.472072299368,0.0,0.7311804294586182,0.703433,8.42846,-0.00547552341595,17.947985887527466,0.0,27.772972583770752,2.13161
1200,0.00674576731399,0.08018302917480469,8.21756,54.25,79.37437772750854,16.486642360687256,2400.0,0.691023,2.10627,1043.91666667,0.737921953201294,1151.7072804,2947.5046021938324,1200,248.894765246,15.823289394378662,0.086209487097,0.0,2900.0,0.0,0.00987528078258,0.500790931432,0.0,0.68180251121521,0.693693,8.15377,-0.00674576731399,16.362454891204834,0.0,26.09793448448181,2.09848
1200,5.88942639297e-05,0.10512280464172363,7.81446,51.25,86.45350933074951,18.326026439666748,2000.0,0.676035,2.05598,867.666666667,0.7998220920562744,1056.90013194,3035.775806903839,1200,237.237793855,17.36252999305725,0.0809011612315,0.0,2800.0,-4.19095158577e-09,0.00732862157747,0.506664968086,0.0,0.7125406265258789,0.676461,7.8042,-5.88984548813e-05,18.530694007873535,0.0,27.28587031364441,2.05466
1200,0.00653794780374,0.08261799812316895,7.82453,40.5833333333,87.34836149215698,18.490503787994385,2100.0,0.679687,2.05726,760.166666667,0.792471170425415,951.689710754,3125.0074281692505,1200,206.707506046,17.322398900985718,0.0651704963728,0.0,2700.0,3.72529029846e-09,0.00692822085693,0.452765267819,0.0,0.7273614406585693,0.676891,7.88889,-0.00653794407845,19.23755192756653,0.0,27.505629539489746,2.06546
1200,0.00418888847344,0.08463549613952637,7.68313,36.25,78.9693295955658,17.07329297065735,2600.0,0.671124,2.03903,903.583333333,0.743175745010376,1073.93924086,3205.783623456955,1200,202.099655698,15.248473882675171,0.0804223751394,0.0,2800.0,-1.16415321827e-09,0.0059620346874,0.474521826163,0.0,0.658745288848877,0.670718,7.6924,-0.00418888963759,16.91906714439392,0.0,25.157340049743652,2.04023
1200,0.00549574242905,0.0758829116821289,7.66762,30.9166666667,78.64810943603516,15.311455965042114,2400.0,0.669684,2.03701,938.083333333,0.6896908283233643,1093.66722226,3286.195578813553,1200,184.35245154,16.546079397201538,0.0743746700194,0.0,2800.0,1.86264514923e-09,0.00737404683605,0.457697474244,0.0,0.6940174102783203,0.670028,7.65964,-0.0054957405664,15.20925521850586,0.0,27.027220964431763,2.03596
1200,0.00414050593463,0.07436275482177734,7.50609,30.4166666667,75.0643241405487,16.033679723739624,2200.0,0.664597,2.01571,905.0,0.7262556552886963,1043.22017491,3363.137741088867,1200,189.736202104,15.087504148483276,0.0859902804572,0.0,2800.0,-9.82254277915e-11,0.00788538437337,0.49505828845,0.0,0.6527776718139648,0.662942,7.5436,-0.00414050603285,15.574835300445557,0.0,23.902889013290405,2.0207
1200,0.00532697269227,0.0752565860748291,7.51322,32.5833333333,80.53492140769958,16.34946846961975,2000.0,0.665087,2.01666,1087.08333333,0.7259275913238525,1103.16581999,3445.393236398697,1200,184.743046028,16.346014976501465,0.0945982899552,0.0,3000.0,-2.44472175837e-09,0.00663910666481,0.461266437322,0.0,0.6985495090484619,0.663267,7.5546,-0.005326975137,17.26875591278076,0.0,25.8945951461792,2.02216
