0Perplexity,0Entropy,LossAfter,MeanKLBefore,0NumTrajs,1NumTrajs,0MinReturn,1StdReturn,1Perplexity,0ExplainedVariance,0AveragePolicyStd,0ProcessExecTime,1PolicyExecTime,ItrTime,0EnvExecTime,1MaxReturn,dLoss,1Entropy,1ProcessExecTime,1MinReturn,1AverageReturn,ComputeUpdatedDistTime,LossBefore,0PolicyExecTime,0StdReturn,0MaxReturn,1ExplainedVariance,1AveragePolicyStd,MeanKL,0AverageReturn,1EnvExecTime,Time
10.4821,2.34967,-0.00335943745449,3.72528896619e-09,1600,1600,0.0,862.279806585,10.4727,0.0931532131976,0.78346,0.9446685314178467,39.80377411842346,124.0942006111145,26.022578239440918,2900.0,0.00335943938626,2.34877,0.8981533050537109,0.0,442.1875,0.08870387077331543,1.93176674657e-09,25.862292289733887,698.313568423,2600.0,0.148893525878,0.783091,0.00712294504046,305.1875,26.028414964675903,4814.316386461258
10.3534,2.33732,-0.00209699431434,0.0,1600,1600,0.0,847.896641604,10.2847,0.0784361702401,0.778605,0.9660201072692871,41.40240216255188,128.90340304374695,26.414281845092773,2800.0,0.00209699303377,2.33066,0.9186558723449707,0.0,440.1875,0.5583903789520264,-1.2805685401e-09,26.49899935722351,688.796842214,2700.0,0.11104484819,0.776036,0.0074753658846,308.8125,26.55457067489624,4945.5969207286835
10.377,2.33959,-8.14907252789e-10,0.0,1600,1600,0.0,907.455730239,10.2882,0.0776169950147,0.779481,0.9923050403594971,39.20409917831421,128.33142638206482,26.874560117721558,2800.0,9.74978320301e-10,2.33099,0.9182186126708984,0.0,502.3125,0.08492565155029297,1.60071067512e-10,28.99842381477356,650.927751367,2500.0,0.137303156429,0.776152,0.0,279.25,26.447189807891846,5076.941680908203
10.377,2.33959,2.79396772385e-09,0.0,1600,1600,0.0,909.972312422,10.3504,0.0829138481687,0.779481,0.9352192878723145,39.707377433776855,125.50071883201599,26.07742953300476,2900.0,3.49245965481e-10,2.33702,0.9126362800598145,0.0,500.625,0.08944535255432129,3.14321368933e-09,26.508360147476196,690.302353932,2900.0,0.164771407773,0.778487,0.0,301.1875,26.253053426742554,5205.288957118988
10.377,2.33959,-2.44472175837e-09,1.11758620136e-08,1600,1600,0.0,844.230231391,10.353,0.0899551979003,0.779481,0.9549474716186523,38.68008756637573,125.1696207523346,26.298356771469116,2800.0,1.04773789644e-09,2.33727,0.9094564914703369,0.0,449.4375,0.10605263710021973,-1.39698386192e-09,27.256348371505737,701.241711181,2800.0,0.122511759426,0.778584,1.11758629018e-08,317.25,26.09760856628418,5333.4621341228485
10.377,2.33959,-0.00320130120963,0.0,1600,1600,0.0,888.636235686,10.3109,0.0987104843989,0.779481,0.9403848648071289,36.98554587364197,121.64564418792725,26.080812692642212,2800.0,0.00320130206819,2.3332,0.8950393199920654,0.0,477.625,0.1125495433807373,8.58562998474e-10,25.52929711341858,689.854374918,2800.0,0.16374014829,0.777013,0.00642156554386,307.5625,25.75453495979309,5457.915328741074
10.2889,2.33107,-6.97755313013e-05,0.0,1600,1600,0.0,892.143626329,10.2521,0.0757522336683,0.776165,0.9265778064727783,39.47933340072632,122.25667786598206,25.556442737579346,2800.0,6.977369776e-05,2.32748,0.9163908958435059,0.0,493.5,0.09642434120178223,-1.83354131877e-09,23.667299509048462,687.605946382,2700.0,0.128913035098,0.774785,0.00442626466975,303.25,26.34765601158142,5582.708426475525
10.2975,2.3319,-2.79396772385e-09,0.0,1600,1600,0.0,863.053843917,10.3052,0.0924548385897,0.776488,0.9626657962799072,40.28102135658264,126.94111895561218,26.377297401428223,2900.0,-9.31322574615e-10,2.33265,0.9143369197845459,0.0,450.75,0.09688544273376465,-3.72529029846e-09,27.080984830856323,708.221529167,2800.0,0.127174659498,0.776784,0.0,313.125,26.339085578918457,5712.206085681915
10.2975,2.3319,-0.00339006492868,1.11758611254e-08,1600,1600,0.0,884.924235369,10.2586,0.0777093065193,0.776488,0.9242675304412842,36.959089040756226,120.04268598556519,25.169604063034058,2900.0,0.00339006565628,2.32811,0.9391813278198242,0.0,457.6875,0.6065583229064941,7.27595761418e-10,24.423879146575928,690.217255199,2700.0,0.125519831115,0.775021,0.00890471041203,299.625,26.610589742660522,5834.806010484695
10.1168,2.3142,-1.39698386192e-09,7.45057526785e-09,1600,1600,0.0,918.419158119,10.0765,0.0861785751028,0.769648,0.9696938991546631,36.22394108772278,122.9641284942627,26.62743043899536,2800.0,2.32830643654e-10,2.31021,0.9172468185424805,0.0,532.5,0.11112356185913086,-1.16415321827e-09,27.501797676086426,688.507554311,2800.0,0.120673666134,0.76812,0.0,303.6875,25.791407346725464,5960.550101995468
