Entropy,StdReturn,AveragePolicyStd,ExplainedVariance,MeanKL,MaxKL,MaxReturn,Perplexity,TotalExecTime,Time,LossAfter,NumTrajs,MinReturn,ItrTime,AverageReturn,LossBefore
2.46033,433.128156554,0.828509,0.254440603309,0.191778,0.768559,1100.0,11.7087,7.8170764446258545,7.8916168212890625,-0.0136037,20,0.0,7.891618967056274,280.0,0.0162004
2.47653,338.045854878,0.835231,0.883784473584,0.00286007,0.0101282,2500.0,11.8999,7.834011077880859,15.770671844482422,-0.00203448,20,1400.0,7.8767571449279785,1965.0,-0.00029765
2.47638,487.95491595,0.835161,0.860622575041,0.0250308,0.0644411,2400.0,11.8981,7.682949781417847,23.49537181854248,-0.00623428,20,0.0,7.720963716506958,1770.0,0.00194853
2.47736,349.678423698,0.835531,0.883784577826,0.00242388,0.0259912,2800.0,11.9097,7.796972990036011,31.34166693687439,-0.0101406,20,1100.0,7.842374563217163,1885.0,-0.0076424
2.47353,284.385302011,0.833982,0.895113338805,0.00185511,0.021627,2500.0,11.8643,7.86211371421814,39.23684239387512,-0.0037726,20,1400.0,7.8914875984191895,1825.0,-0.000983515
2.47304,551.905789062,0.833797,0.847339540318,0.0420895,0.169432,2900.0,11.8585,7.802393913269043,47.081507444381714,-0.0144383,20,300.0,7.840821743011475,2020.0,-0.00177209
2.47216,342.454376523,0.833385,0.873228290657,0.0141892,0.060398,2500.0,11.848,9.295618772506714,56.438390016555786,-0.0169506,20,1300.0,9.352852582931519,1865.0,-0.0126503
