LossBefore,Time,ExplainedVariance,StdReturn,TotalExecTime,AverageReturn,Perplexity,AveragePolicyStd,MeanKL,MinReturn,ItrTime,NumTrajs,MaxReturn,MaxKL,Entropy,LossAfter
0.0100498,17.217005729675293,0.125052998783,304.302481094,16.94315195083618,80.0,17.1021,1.00066,3.07175,0.0,17.217015266418457,20,1400.0,465.511,2.8392,-2.46791
-0.0,33.366994857788086,1,0.0,15.884059429168701,0.0,17.2748,1.00571,0.0,0.0,16.1300950050354,20,0.0,0.0,2.84925,-0.0
-0.0,49.676042318344116,1,0.0,16.05150604248047,0.0,17.2748,1.00571,0.0,0.0,16.297341108322144,20,0.0,0.0,2.84925,-0.0
-0.0,66.90049338340759,1,0.0,16.90286111831665,0.0,17.2748,1.00571,0.0,0.0,17.19463038444519,20,0.0,0.0,2.84925,-0.0
-0.00983245,82.7112500667572,0.267901381111,21.7944947177,15.585561513900757,5.0,17.2748,1.00571,8.84751,0.0,15.795320510864258,20,100.0,968.099,2.84925,1.42199
-0.0,100.01642417907715,1,0.0,17.044987201690674,0.0,17.1901,1.00325,0.0,0.0,17.297635793685913,20,0.0,0.0,2.84433,-0.0
0.00462363,116.39994931221008,0.21122753959,108.972473589,16.13893222808838,25.0,17.1901,1.00325,6.07917,0.0,16.33684539794922,20,500.0,459.415,2.84433,-0.290467
