LossAfter,MinReturn,StdReturn,Perplexity,ExplainedVariance,Time,TotalExecTime,MaxKL,Entropy,LossBefore,AveragePolicyStd,AverageReturn,MeanKL,NumTrajs,MaxReturn,ItrTime
-0.0421742,0.0,893.464032572,11.7357,0.679248628007,83.65567421913147,83.37456345558167,543.507,2.46264,-0.013216,0.828962,902.65,0.188527,2000,2800.0,83.65568232536316
-0.0216544,0.0,997.411269237,11.5816,0.755757294648,168.1697313785553,84.18324208259583,2.70772,2.44942,-0.011557,0.823496,1327.4,0.0317404,2000,2900.0,84.50821232795715
-0.0207072,0.0,984.487367872,11.5149,0.763068747121,252.29125499725342,83.8193531036377,6.43609,2.44364,-0.0153667,0.821123,1552.15,0.0253751,2000,3000.0,84.11691451072693
-0.019136,0.0,968.025640156,11.4268,0.774475413251,336.4877219200134,83.86215448379517,8.68456,2.43596,-0.0116354,0.817968,1680.6,0.0406764,2000,2900.0,84.19379448890686
-0.0250939,0.0,862.806467291,11.3605,0.805394354555,424.0410466194153,87.21061134338379,14.9977,2.43014,-0.0164882,0.815603,1915.0,0.05685,2000,3000.0,87.55062103271484
-0.0307556,0.0,825.653680425,11.2672,0.821050654638,514.1987662315369,89.80116295814514,53.3076,2.4219,-0.0173259,0.812265,2014.0,0.0806149,2000,2900.0,90.15357375144958
-0.0328928,0.0,669.189950612,11.17,0.862606255312,612.3510053157806,97.82210111618042,22.1789,2.41323,-0.0177258,0.80875,2205.9,0.0632347,2000,2900.0,98.14841032028198
