StdReturn,LossBefore,Time,MaxReturn,ExplainedVariance,NumTrajs,LossAfter,ItrTime,MeanKL,Entropy,TotalExecTime,Perplexity,MaxKL,AveragePolicyStd,MinReturn,AverageReturn
102.347447452,-0.0237661,5.03859281539917,300.0,0.18659715127,20,-0.0549743,5.038594961166382,0.0968464,2.72206,4.991357326507568,15.2117,0.939211,0.947542,0.0,55.0
67.8232998313,-0.0282044,9.849565744400024,400.0,0.887820174137,20,-0.0482552,4.80821967124939,0.0726604,2.6983,4.758118391036987,14.8544,0.665467,0.936146,200.0,280.0
64.0312423743,0.0387761,14.63738203048706,500.0,0.925044274623,20,0.00314137,4.781291723251343,0.123422,2.68419,4.747380018234253,14.6464,1.55797,0.929096,300.0,430.0
165.151445649,-0.00252333,19.60420513153076,1200.0,0.886924115027,20,-0.0248045,4.961870431900024,0.0641274,2.70358,4.935246467590332,14.9331,0.337405,0.938203,600.0,785.0
215.580611373,-0.0192712,24.55012845993042,1800.0,0.866847209383,20,-0.0231753,4.941006660461426,0.010113,2.70232,4.906378269195557,14.9143,0.0212411,0.937191,900.0,1245.0
281.558164506,0.00317618,29.75835657119751,2000.0,0.839296196812,20,-0.00698543,5.2042999267578125,0.0257003,2.69268,5.157911539077759,14.7713,0.0780027,0.932741,800.0,1335.0
463.977370138,0.0153271,34.674699544906616,3300.0,0.775361186696,20,-0.00434613,4.912469148635864,0.0653266,2.69427,4.889442682266235,14.7947,0.257004,0.933424,1000.0,1635.0
