Entropy,Perplexity,LossBefore,MaxKL,MaxReturn,LossAfter,TotalExecTime,ItrTime,ExplainedVariance,Time,AverageReturn,AveragePolicyStd,NumTrajs,MinReturn,StdReturn,MeanKL
3.08155,21.7921,-0.000672102,1.83438,3700.0,-0.00761024,27.022200107574463,27.175398111343384,0.445253813428,27.175395965576172,705.0,1.12957,20,0.0,1178.75994163,0.0115985
3.08088,21.7775,0.00802048,0.1561,4600.0,0.00591607,31.56228733062744,31.814806938171387,0.363495609039,58.99409794807434,565.0,1.1292,20,0.0,1136.7827409,0.00392669
3.08489,21.865,0.00231416,0.00978354,11300.0,0.000603515,23.720637321472168,23.852688550949097,0.386096971937,82.85096955299377,1035.0,1.13147,20,0.0,2555.44027518,0.00037031
3.08604,21.8903,0.00467956,0.0851978,4000.0,0.00315998,23.00841736793518,23.21600365638733,0.384429575732,106.0797598361969,675.0,1.13212,20,0.0,1268.02011025,0.00180898
3.08838,21.9416,-0.00811119,0.256832,5700.0,-0.01098,24.728668689727783,24.87230372428894,0.331018118111,130.95727729797363,640.0,1.13346,20,0.0,1502.46464185,0.00501255
3.08433,21.8528,0.0124164,0.0577412,4100.0,0.00965121,23.594539642333984,23.770812034606934,0.486603335284,154.74848341941833,395.0,1.13114,20,0.0,1046.17159204,0.00234198
3.09054,21.9889,-0.00228799,0.1869,3500.0,-0.00422081,26.658226013183594,26.854650497436523,0.376942880216,181.60838317871094,225.0,1.13466,20,0.0,782.224392358,0.00227123
