Entropy,MinReturn,AverageReturn,MaxReturn,StdReturn,Time,MaxKL,ItrTime,ExplainedVariance,LossBefore,TotalExecTime,AveragePolicyStd,LossAfter,MeanKL,NumTrajs,Perplexity
2.5608,0.0,0.0,0.0,0.0,25.210257530212402,0.0,25.21026301383972,1,-0.0,25.065264225006104,0.870797,-0.0,0.0,20,12.9461
2.5608,0.0,0.0,0.0,0.0,49.22031092643738,0.0,23.99594473838806,1,-0.0,23.77813744544983,0.870797,-0.0,0.0,20,12.9461
2.5608,0.0,0.0,0.0,0.0,76.21981978416443,0.0,26.978944778442383,1,-0.0,26.93775987625122,0.870797,-0.0,0.0,20,12.9461
2.5608,0.0,0.0,0.0,0.0,100.43399453163147,0.0,24.205390214920044,1,-0.0,24.16532802581787,0.870797,-0.0,0.0,20,12.9461
2.5608,0.0,0.0,0.0,0.0,124.26137089729309,0.0,23.818134784698486,1,-0.0,23.7801411151886,0.870797,-0.0,0.0,20,12.9461
2.5608,0.0,0.0,0.0,0.0,148.0064833164215,0.0,23.740877151489258,1,-0.0,23.68449115753174,0.870797,-0.0,0.0,20,12.9461
2.5608,0.0,0.0,0.0,0.0,171.06832671165466,0.0,23.056241989135742,1,-0.0,23.017113208770752,0.870797,-0.0,0.0,20,12.9461
