MinReturn,StdReturn,ItrTime,Time,MaxKL,LossBefore,MaxReturn,MeanKL,Entropy,AverageReturn,LossAfter,TotalExecTime,ExplainedVariance,AveragePolicyStd,NumTrajs,Perplexity
600.0,582.580466545,6.291144609451294,6.291139602661133,6.28768,-0.00265588,3500.0,1.81476,1.73658,1760.0,-0.182344,6.209088087081909,0.556360054191,0.58088,40,5.67789
6800.0,257.281460661,6.323238134384155,12.617603778839111,0.091055,-0.0338459,8000.0,0.0479155,1.73392,7407.5,-0.0483514,6.213403940200806,0.991990608302,0.58167,40,5.66283
7100.0,213.87788572,6.5975422859191895,19.218090057373047,0.178727,-0.0303907,7900.0,0.0196148,1.717,7477.5,-0.0423177,6.538126230239868,0.993508234124,0.576658,40,5.5678
4600.0,523.396360324,6.586267471313477,25.81722092628479,0.188931,-0.0141228,8100.0,0.0230577,1.7018,7482.5,-0.0297427,6.5208635330200195,0.978351853001,0.57197,40,5.48384
7100.0,216.43417013,6.00841498374939,31.836323261260986,0.17143,-0.0404227,8000.0,0.0476816,1.69474,7537.5,-0.0596298,5.941740989685059,0.994895848733,0.570452,40,5.44525
7200.0,212.77922831,6.106121063232422,37.96466875076294,0.25029,-0.0483702,8000.0,0.0642985,1.67453,7615.0,-0.0686314,6.052098035812378,0.995058630625,0.564193,40,5.3363
2400.0,855.219270129,6.214053153991699,44.19209146499634,0.471418,-0.0101011,8000.0,0.0249548,1.65035,7510.0,-0.0275025,6.160634756088257,0.949148864539,0.557325,40,5.20879
