Perplexity,ItrTime,StdReturn,AveragePolicyStd,NumTrajs,MinReturn,MeanKL,Time,AverageReturn,LossBefore,MaxKL,ExplainedVariance,TotalExecTime,LossAfter,Entropy,MaxReturn
17.1557,10.832983255386353,0.0,1.00326,20,0.0,0.0,10.832978963851929,0.0,-0.0,0.0,1,10.772313833236694,-0.0,2.84233,0.0
17.1557,10.82276201248169,0.0,1.00326,20,0.0,0.0,21.659329175949097,0.0,-0.0,0.0,1,10.727869033813477,-0.0,2.84233,0.0
17.1557,10.533514022827148,0.0,1.00326,20,0.0,0.0,32.19603943824768,0.0,-0.0,0.0,1,10.486964464187622,-0.0,2.84233,0.0
17.1557,10.364665269851685,21.7944947177,1.00326,20,0.0,0.0111874,42.56431436538696,5.0,0.0252272,0.165549,0.136494521573,10.294728517532349,0.0177412,2.84233,100.0
17.3734,10.74450421333313,21.7944947177,1.00964,20,0.0,0.00776043,53.31898379325867,5.0,0.00316735,0.056214,0.0623485448834,10.694506406784058,-0.000951098,2.85494,100.0
17.401,10.398148775100708,566.65686266,1.0105,20,0.0,0.0327574,63.7214834690094,130.0,0.0101189,0.16001,0.088128165115,10.345846891403198,-0.00281918,2.85653,2600.0
17.4893,10.730885982513428,1610.6753242,1.01301,20,0.0,0.076909,74.45583963394165,1665.0,-0.0111389,0.224289,0.267271104008,10.679373264312744,-0.0405353,2.86159,5300.0
