AveragePolicyStd,MaxKL,MinReturn,Perplexity,NumTrajs,Time,LossAfter,AverageReturn,LossBefore,Entropy,StdReturn,TotalExecTime,ExplainedVariance,MaxReturn,ItrTime,MeanKL
0.949513,0.569295,0.0,15.3903,20,11.539973497390747,0.0122974,340.0,0.0297286,2.73374,156.204993518,11.436762571334839,0.620977772082,900.0,11.539979219436646,0.0637067
0.963747,0.134523,0.0,15.8547,20,23.23879051208496,-0.00857086,1365.0,0.0036784,2.76347,1590.05503049,11.610423803329468,0.205845555697,6500.0,11.69483995437622,0.0370906
0.964693,0.345793,1100.0,15.8839,20,34.5846221446991,-0.0325051,5990.0,-0.00895818,2.76531,3696.74180867,11.291651010513306,0.204021954449,14000.0,11.339552879333496,0.0494567
0.962537,0.351322,200.0,15.8129,20,46.539326190948486,-0.0348475,10505.0,-0.00675372,2.76083,5184.92767548,11.877179384231567,0.42603106981,18600.0,11.947663307189941,0.110551
0.960872,0.140765,0.0,15.7596,20,57.811095237731934,-0.00523753,13060.0,0.00783709,2.75745,7577.09706946,11.221477031707764,0.71280303028,21800.0,11.252602815628052,0.0352425
0.962874,0.0686378,0.0,15.8215,20,68.99130821228027,-0.00296132,11895.0,0.00598748,2.76137,7390.36365817,11.129835844039917,0.65344504453,22100.0,11.176650762557983,0.0194777
0.964471,0.267192,8300.0,15.8689,20,80.64082217216492,-0.0220137,16745.0,-0.00950973,2.76436,3795.84970725,11.586827039718628,0.690837004382,22500.0,11.632949113845825,0.0453088
