LossBefore,ItrTime,Entropy,AveragePolicyStd,LossAfter,NumTrajs,Perplexity,TotalExecTime,MeanKL,MaxKL,StdReturn,ExplainedVariance,MinReturn,AverageReturn,Time,MaxReturn
-0.0,13.479284524917603,2.8392,1.00066,-0.0,20,17.1021,13.15913724899292,0.0,0.0,0.0,1,0.0,0.0,13.479277610778809,0.0
-0.0,14.320682048797607,2.8392,1.00066,-0.0,20,17.1021,14.087990283966064,0.0,0.0,0.0,1,0.0,0.0,27.813472509384155,0.0
-0.0,15.139364957809448,2.8392,1.00066,-0.0,20,17.1021,14.968435049057007,0.0,0.0,0.0,1,0.0,0.0,42.967148780822754,0.0
0.00491285,14.275825262069702,2.8392,1.00066,-0.856081,20,17.1021,14.153258800506592,4.53536,465.867,108.972473589,0.337573564136,0.0,25.0,57.26811599731445,500.0
0.02496,13.198793172836304,2.84166,1.00189,-0.00665106,20,17.1442,13.161044836044312,0.0940423,17.6986,87.1779788708,0.140659135073,0.0,20.0,70.47334671020508,400.0
-0.0,14.753483772277832,2.85414,1.00816,-0.0,20,17.3594,14.634707689285278,0.0,0.0,0.0,1,0.0,0.0,85.23208999633789,0.0
-0.00907664,15.407838106155396,2.85414,1.00816,0.18004,20,17.3594,15.20695447921753,2.04259,222.36,87.1779788708,0.12347023866,0.0,20.0,100.66178107261658,400.0
