0AverageReturn,1AverageReturn,MeanKL,0AveragePolicyStd,0ExplainedVariance,1MaxReturn,0Entropy,1AveragePolicyStd,0MaxReturn,Time,1Entropy,ItrTime,0ProcessExecTime,0NumTrajs,LossAfter,0EnvExecTime,1NumTrajs,1Perplexity,0MinReturn,0PolicyExecTime,0StdReturn,0Perplexity,1EnvExecTime,MeanKLBefore,dLoss,1PolicyExecTime,LossBefore,ComputeUpdatedDistTime,1ProcessExecTime,1MinReturn,1ExplainedVariance,1StdReturn
967.5,1470.75,0.00662229349837,0.864774,0.125768789583,5300.0,2.54319,0.86138,4300.0,2397.78217792511,2.53519,78.42012000083923,0.38656067848205566,400,-0.00780362077057,25.51683259010315,400,12.6188,0.0,3.9485273361206055,984.527170778,12.7201,27.7548987865448,4.28408331032e-09,0.00780362149235,15.728764772415161,7.21774973123e-10,0.397860050201416,0.3832571506500244,0.0,0.219089500237,1090.49045732
1128.5,1621.5,0.00652626249939,0.869549,0.152326262067,4600.0,2.55438,0.870042,4500.0,2479.271875858307,2.55512,80.56485080718994,0.4028623104095459,400,-0.00761952064931,26.15328884124756,400,12.8728,0.0,4.368322849273682,1020.06752227,12.8633,28.56683111190796,-3.3527611798e-09,0.00761952156317,15.720592498779297,9.1386032075e-10,0.4210679531097412,0.3928947448730469,0.0,0.281479469348,1039.87391063
1031.0,2280.5,0.00729159126058,0.876097,0.172555864638,6800.0,2.56973,0.878491,4100.0,2560.0002205371857,2.57435,80.71488523483276,0.4281747341156006,400,-0.00980773568153,25.865522146224976,400,13.1228,0.0,4.447523355484009,861.126587675,13.0623,28.507699012756348,2.23517782061e-09,0.00980773486808,16.086493253707886,-8.13452138981e-10,0.5461626052856445,0.38272762298583984,0.0,0.305733228483,1430.26911803
1274.75,2005.5,0.00717859948054,0.868222,0.152058583203,6400.0,2.55069,0.86444,5900.0,2641.922187805176,2.5415,81.010422706604,0.390958309173584,400,-0.0089982971549,26.558918237686157,400,12.6987,0.0,4.470653295516968,1123.73815344,12.8159,28.28749704360962,-1.47148968566e-08,0.00899829511472,15.904212951660156,-2.04017847061e-09,0.43711113929748535,0.3710637092590332,0.0,0.258814533304,1503.51912193
1321.0,1968.0,0.0072025838308,0.859819,0.172481949961,7700.0,2.53105,0.856928,4600.0,2722.254326581955,2.52411,80.32165455818176,0.3996005058288574,400,-0.00919561367482,25.902961492538452,400,12.4798,0.0,4.5062806606292725,1128.32131948,12.5667,28.351471424102783,-2.23517382381e-09,0.0091956165852,16.065239667892456,2.91038304567e-09,0.4907557964324951,0.35620856285095215,0.0,0.259161461469,1602.81814315
1073.25,2088.75,0.00909416563809,0.852421,0.175462085244,7500.0,2.51401,0.852859,5200.0,2802.664344072342,2.5152,79.4591748714447,0.40522098541259766,400,-0.0085800755769,26.257380723953247,400,12.3691,0.0,4.2967753410339355,876.190297538,12.3543,27.874680519104004,-3.72528963233e-09,0.00858007580973,15.762141466140747,2.32830421609e-10,0.4319143295288086,0.37286901473999023,0.0,0.378241341544,1528.64267816
767.5,1884.5,0.00766043923795,0.854136,0.0742563439293,7900.0,2.51784,0.858879,4800.0,2884.0648193359375,2.52868,81.39594388008118,0.4178447723388672,400,-0.00901460275054,27.124900341033936,400,12.537,0.0,4.895833730697632,1052.2089859,12.4018,27.945339918136597,2.79396705771e-09,0.00901460177265,16.116928577423096,-9.77888658937e-10,0.4616074562072754,0.3697521686553955,0.0,0.225149227924,1547.21031214
959.75,2517.0,0.00778597639874,0.851301,0.112446453663,7900.0,2.51208,0.850479,4100.0,2960.4812898635864,2.51006,75.60591125488281,0.3988189697265625,400,-0.00944085419178,25.377575159072876,400,12.3057,0.0,4.367689371109009,1014.62058795,12.3306,26.145549297332764,5.02914065947e-09,0.00944085676456,14.365792751312256,2.57277843474e-09,0.464536190032959,0.3394908905029297,0.0,0.317599765774,1828.37660234
1316.75,2916.25,0.00793019682169,0.840184,0.15223556615,7900.0,2.48533,0.838195,5900.0,3035.492167711258,2.48043,75.00446629524231,0.3636329174041748,400,-0.00965019501746,24.78239607810974,400,11.9465,0.0,3.7627665996551514,1227.41371896,12.0051,26.411512851715088,1.11758757804e-09,0.00965019183932,14.595087766647339,-3.17813819706e-09,0.3970921039581299,0.3468201160430908,0.0,0.387879171923,1739.87382804
947.0,1390.25,0.0073359827511,0.823949,0.10793193302,6000.0,2.44565,0.821655,5100.0,3113.418476819992,2.44001,76.13363981246948,0.4037442207336426,400,-0.0082215834409,25.990736961364746,400,11.4731,0.0,3.995361566543579,1082.72387985,11.538,26.374010801315308,4.84287898672e-09,0.00822158550145,14.332529544830322,2.06055128515e-09,0.3975057601928711,0.37187886238098145,0.0,0.262516265237,1474.45920171
1162.75,1632.5,0.00680827070028,0.819809,0.0978582616154,7400.0,2.43559,0.820931,6100.0,3189.2393412590027,2.43796,75.80881261825562,0.39285945892333984,400,-0.00996499601752,25.24168348312378,400,11.4497,0.0,4.01931357383728,1363.72190622,11.4226,26.21858525276184,2.98023294931e-09,0.00996499828761,14.073912620544434,2.27009899767e-09,0.3708174228668213,0.334930419921875,0.0,0.184220658986,1619.34979235
