StdReturn,Entropy,MeanKL,AverageReturn,LossBefore,MaxKL,MinReturn,Time,LossAfter,AveragePolicyStd,TotalExecTime,ItrTime,Perplexity,ExplainedVariance,MaxReturn,NumTrajs
83.6660026534,2.74043,0.170936,200.0,0.00257968,3.05745,0.0,5.817107915878296,-0.0413661,0.95435,5.762271404266357,5.817113161087036,15.4937,0.775248153263,300.0,20
121.963109177,2.74301,0.0295843,125.0,0.00794423,0.192809,0.0,11.60568642616272,-0.00771584,0.955833,5.715151309967041,5.784013032913208,15.5337,0.43222345907,300.0,20
92.0597631976,2.74698,0.0200407,195.0,-0.0347253,0.194398,0.0,17.656311750411987,-0.0501079,0.957735,6.002038240432739,6.0422751903533936,15.5955,0.733883362241,300.0,20
71.4142842854,2.72962,0.0520846,230.0,-0.00584066,0.650623,100.0,27.67793607711792,-0.0372819,0.949434,9.985097885131836,10.00542426109314,15.3271,0.83882252205,300.0,20
35.7071421427,2.7267,0.0468391,215.0,0.0013106,0.789507,200.0,33.249518632888794,-0.0254643,0.947943,5.530790328979492,5.568641424179077,15.2824,0.910208607575,300.0,20
40.0,2.72736,0.0244738,220.0,0.00375865,0.434345,200.0,38.71224284172058,-0.00954604,0.94815,5.4137797355651855,5.456259727478027,15.2924,0.904879162634,300.0,20
47.6969600708,2.72924,0.0209241,235.0,0.0015211,0.14168,200.0,44.48105239868164,-0.0112929,0.949261,5.702158212661743,5.765106916427612,15.3212,0.89755899181,300.0,20
