AverageReturn,Time,ItrTime,MaxReturn,NumTrajs,MeanKL,MinReturn,ExplainedVariance,LossBefore,MaxKL,Perplexity,AveragePolicyStd,TotalExecTime,Entropy,LossAfter,StdReturn
635.0,25.55554986000061,25.55555295944214,2400.0,20,0.0206459,0.0,0.420626820318,0.0067433,0.905477,21.7921,1.12957,25.33526039123535,3.08155,-0.000724067,786.940277276
485.0,48.97587466239929,23.415127515792847,1900.0,20,0.00780484,0.0,0.357073458666,-0.00300579,1.93201,21.9396,1.13339,23.096739530563354,3.08829,-0.00564989,606.856655233
460.0,74.15169548988342,25.17299795150757,2900.0,20,0.00368366,0.0,0.334856191377,-0.0020402,0.172471,21.9066,1.13256,25.106679916381836,3.08679,-0.00434054,662.11781429
630.0,104.96969199180603,30.81296730041504,1800.0,20,0.00441006,0.0,0.301860915474,-0.000944618,3.30845,21.8843,1.13202,30.723267555236816,3.08577,-0.00157375,599.249530663
440.0,127.76689171791077,22.775625228881836,2000.0,20,0.000888585,0.0,0.268940696782,0.012686,0.0872919,21.8739,1.13178,22.714662551879883,3.0853,0.0108252,548.999089252
830.0,150.88247895240784,23.113239526748657,1900.0,20,0.0082416,0.0,0.318786819637,-0.00519389,0.427344,22.0131,1.13532,23.023337841033936,3.09164,-0.0103215,578.878225536
535.0,178.14201712608337,27.252159118652344,1700.0,20,0.00189432,0.0,0.413859858803,-0.00639166,0.564034,21.956,1.13387,27.19325566291809,3.08904,-0.00891908,551.611276172
