AverageReturn,AveragePolicyStd,StdReturn,MaxReturn,MinReturn,ItrTime,TotalExecTime,MeanKL,Time,ExplainedVariance,NumTrajs,Perplexity,Entropy,LossAfter,MaxKL,LossBefore
0.0,0.827472,0.0,0.0,0.0,10.610208511352539,10.539883375167847,0.0,10.61020278930664,1,20,11.639,2.45436,-0.0,0.0,-0.0
0.0,0.827472,0.0,0.0,0.0,10.643632411956787,10.54099988937378,0.0,21.257988452911377,1,20,11.639,2.45436,-0.0,0.0,-0.0
0.0,0.827472,0.0,0.0,0.0,10.261074304580688,10.226943254470825,0.0,31.521730661392212,1,20,11.639,2.45436,-0.0,0.0,-0.0
0.0,0.827472,0.0,0.0,0.0,10.656360387802124,10.604257106781006,0.0,42.183167457580566,1,20,11.639,2.45436,-0.0,0.0,-0.0
0.0,0.827472,0.0,0.0,0.0,10.451869010925293,10.397991418838501,0.0,52.6391487121582,1,20,11.639,2.45436,-0.0,0.0,-0.0
0.0,0.827472,0.0,0.0,0.0,10.698811769485474,10.64811635017395,0.0,63.34593439102173,1,20,11.639,2.45436,-0.0,0.0,-0.0
0.0,0.827472,0.0,0.0,0.0,10.391244649887085,10.349534034729004,0.0,73.74228739738464,1,20,11.639,2.45436,-0.0,0.0,-0.0
