NumTrajs,AveragePolicyStd,TotalExecTime,MinReturn,AverageReturn,Perplexity,Entropy,Time,ExplainedVariance,ItrTime,MaxKL,LossAfter,LossBefore,MeanKL,MaxReturn,StdReturn
2000,0.959782,83.39683508872986,0.0,6.55,15.7242,2.7552,83.66754460334778,0.109399230265,83.66754841804504,0.024446,-0.00480527,-0.00219162,0.0065898,1600.0,79.9505941191
2000,0.958724,85.72216057777405,0.0,28.95,15.6898,2.75301,169.6679584980011,0.226057802383,85.9979419708252,0.0319897,-0.0081254,-0.00212415,0.00866503,2000.0,167.651118398
2000,0.958235,83.69286751747131,0.0,101.6,15.6732,2.75195,253.65808653831482,0.350628936032,83.9875316619873,0.0580458,-0.0161848,-0.00521305,0.018185,2300.0,322.020868889
2000,0.957019,84.02478766441345,0.0,332.5,15.6324,2.74934,337.9523968696594,0.489208323029,84.29072141647339,0.0902151,-0.0252834,-0.00744988,0.0325919,2400.0,559.449506211
2000,0.955292,84.04018306732178,0.0,778.55,15.5742,2.74562,422.24413299560547,0.601576175934,84.28902626037598,0.164343,-0.0526863,-0.0198987,0.0653138,2500.0,741.751236939
2000,0.950582,84.24646067619324,0.0,1525.3,15.42,2.73567,506.74953413009644,0.774602920882,84.5026535987854,0.23275,-0.0786056,-0.0366167,0.10105,2600.0,656.201120084
2000,0.941892,84.70832967758179,0.0,2038.2,15.1403,2.71736,591.7534589767456,0.925433718827,85.00117564201355,0.271146,-0.0977001,-0.0536173,0.115035,3000.0,423.698902524
