AverageReturn,ExplainedVariance,StdReturn,Entropy,Perplexity,MaxReturn,AveragePolicyStd,MeanKL,MinReturn,LossBefore,ItrTime,TotalExecTime,MaxKL,NumTrajs,Time,LossAfter
0.0,1,0.0,2.7007,14.8902,0.0,0.935103,0.0,0.0,-0.0,12.256922006607056,12.181057929992676,0.0,20,12.256918668746948,-0.0
0.0,1,0.0,2.7007,14.8902,0.0,0.935103,0.0,0.0,-0.0,12.909714937210083,12.839995384216309,0.0,20,25.170450687408447,-0.0
0.0,1,0.0,2.7007,14.8902,0.0,0.935103,0.0,0.0,-0.0,12.140989542007446,12.082246541976929,0.0,20,37.31920146942139,-0.0
0.0,1,0.0,2.7007,14.8902,0.0,0.935103,0.0,0.0,-0.0,12.288845777511597,12.224881410598755,0.0,20,49.61554718017578,-0.0
0.0,1,0.0,2.7007,14.8902,0.0,0.935103,0.0,0.0,-0.0,11.959439992904663,11.870463132858276,0.0,20,61.583091020584106,-0.0
0.0,1,0.0,2.7007,14.8902,0.0,0.935103,0.0,0.0,-0.0,11.98005485534668,11.902336359024048,0.0,20,73.577139377594,-0.0
0.0,1,0.0,2.7007,14.8902,0.0,0.935103,0.0,0.0,-0.0,12.27792501449585,12.180033922195435,0.0,20,85.86148643493652,-0.0
