AveragePolicyStd,Time,ItrTime,NumTrajs,MeanKL,Entropy,TotalExecTime,StdReturn,MaxReturn,ExplainedVariance,Perplexity,MinReturn,LossAfter,LossBefore,MaxKL,AverageReturn
1.00568,16.836860418319702,16.836867570877075,20,0.00357694,2.849,16.523244619369507,108.972473589,500.0,0.0554498433615,17.2706,0.0,0.00606981,0.0114988,0.114622,25.0
1.01138,34.46959376335144,17.61552381515503,20,3.75193,2.8605,17.38840413093567,186.74849397,600.0,0.361376229026,17.4703,0.0,0.488217,0.00910338,473.61,75.0
1.01369,50.32091546058655,15.829315423965454,20,0.000302821,2.86505,15.68952226638794,95.3939201417,400.0,0.256143073006,17.55,0.0,0.00200554,0.00316385,0.0057727,30.0
1.01448,66.72699618339539,16.401500463485718,20,0.454556,2.86664,16.21398115158081,76.6485485838,300.0,0.05631144291,17.5778,0.0,0.0721172,0.00363123,60.1479,25.0
1.0154,83.40638899803162,16.648940086364746,20,0.548861,2.86845,16.493619918823242,143.090880213,600.0,0.0561001541124,17.6097,0.0,-0.0214649,0.00632164,49.0489,45.0
1.01704,99.89436078071594,16.473711490631104,20,0.357646,2.87161,16.305946588516235,143.090880213,600.0,0.0669374565834,17.6655,0.0,-0.047871,-0.00349594,38.0396,45.0
1.01617,116.88473153114319,16.968843698501587,20,0.309213,2.86986,16.772345066070557,65.3834841531,300.0,0.119645572888,17.6346,0.0,0.0611105,0.00478244,37.4893,15.0
