Perplexity,NumTrajs,AverageReturn,MeanKL,LossAfter,MaxKL,StdReturn,LossBefore,MaxReturn,Time,AveragePolicyStd,Entropy,ExplainedVariance,TotalExecTime,ItrTime,MinReturn
17.0795,20,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,18.04271650314331,1.0,2.83788,1,17.746619701385498,18.042722940444946,0.0
17.0795,20,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,36.282251834869385,1.0,2.83788,1,18.006413459777832,18.229570388793945,0.0
17.0795,20,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,54.05913853645325,1.0,2.83788,1,17.627814292907715,17.747681856155396,0.0
17.0795,20,30.0,0.585233,0.0468431,60.0914,130.766968306,-0.016081,600.0,72.43910646438599,1.0,2.83788,0.154231712737,18.192131519317627,18.35010027885437,0.0
16.9427,20,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,89.72159171104431,0.99599,2.82984,1,17.033000946044922,17.277873754501343,0.0
16.9427,20,30.0,0.0714594,-0.0018483,7.48279,110.0,-0.00098563,500.0,106.83061814308167,0.99599,2.82984,0.214814114176,16.902710914611816,17.09128189086914,0.0
16.9343,20,25.0,5.38815,0.715749,614.622,76.6485485838,0.0161839,300.0,121.84586334228516,0.995742,2.82934,0.0966288421037,14.975970029830933,15.006577014923096,0.0
