MinReturn,MaxKL,AveragePolicyStd,MeanKL,StdReturn,MaxReturn,LossBefore,Time,NumTrajs,ExplainedVariance,AverageReturn,Entropy,Perplexity,LossAfter,ItrTime,TotalExecTime
200.0,3.0458,0.947542,0.103589,82.9156197589,500.0,0.0130757,6.482839345932007,20,0.904047393005,375.0,2.72206,15.2117,-0.0120039,6.48284387588501,6.411249876022339
0.0,0.644624,0.954669,0.0225105,73.9932429347,300.0,-0.00810996,12.832982301712036,20,0.865112793073,255.0,2.73514,15.4119,-0.0143551,6.343910455703735,6.27920937538147
200.0,0.166327,0.952371,0.0138811,71.4142842854,500.0,0.0073948,19.118626356124878,20,0.902614589098,330.0,2.73108,15.3495,0.00062827,6.2742180824279785,6.241900444030762
300.0,0.197766,0.95404,0.0196674,67.8232998313,500.0,-0.00930371,25.015284299850464,20,0.9290347231,420.0,2.73478,15.4063,-0.0167041,5.891213655471802,5.843826532363892
300.0,0.255848,0.952005,0.0265329,85.2936105462,700.0,0.00826251,31.386234045028687,20,0.915975511333,515.0,2.73013,15.3348,-0.00760397,6.362679481506348,6.316746711730957
300.0,0.0972979,0.953602,0.00387775,90.0,600.0,-0.0120972,37.28116154670715,20,0.897219284432,430.0,2.73426,15.3983,-0.0178772,5.888749122619629,5.856344938278198
300.0,0.543247,0.951062,0.0398167,86.458082329,700.0,-0.0109905,42.879772901535034,20,0.91363597584,505.0,2.72821,15.3055,-0.0300037,5.594439268112183,5.544577121734619
