MeanKL,LossBefore,MaxReturn,NumTrajs,ExplainedVariance,StdReturn,AveragePolicyStd,AverageReturn,ItrTime,TotalExecTime,Entropy,Perplexity,MaxKL,Time,MinReturn,LossAfter
0.0425218,-0.00187783,3700.0,20,0.239564483682,884.872872225,1.00326,300.0,8.139162540435791,8.074297189712524,2.84233,17.1557,0.163815,8.139159202575684,0.0,-0.0140073
0.0301008,-0.012502,31600.0,20,0.700162653291,10395.4930138,1.00212,5935.0,7.942185401916504,7.894295930862427,2.84045,17.1235,0.124694,16.089274168014526,0.0,-0.0234777
0.0424046,-0.00476919,27100.0,20,0.749240117903,10318.4979527,0.999021,13840.0,7.9266016483306885,7.883914232254028,2.8342,17.0168,0.127009,24.01951003074646,0.0,-0.0195924
0.0160133,-0.0147228,34400.0,20,0.815864712554,11789.9151821,0.997728,15730.0,7.889546632766724,7.8532679080963135,2.83182,16.9763,0.0662586,31.923365592956543,0.0,-0.0222107
0.0352778,-0.0150299,35700.0,20,0.867532536427,4679.0597346,0.994095,29980.0,8.537204265594482,8.497137069702148,2.82446,16.8518,0.100513,40.46595120429993,15800.0,-0.0222119
0.0174902,-0.011132,38800.0,20,0.855547519353,9274.99191374,0.990507,29355.0,9.546091079711914,9.489444494247437,2.81694,16.7256,0.0449561,50.01774835586548,0.0,-0.0157262
0.0264908,-0.0227627,36000.0,20,0.873025281907,10011.623245,0.987772,28020.0,10.034057855606079,9.996135711669922,2.81137,16.6328,0.0647412,60.06482148170471,0.0,-0.0323773
