StdReturn,LossAfter,NumTrajs,MeanKL,MaxReturn,ExplainedVariance,MinReturn,MaxKL,LossBefore,AveragePolicyStd,AverageReturn,Time,Perplexity,Entropy,ItrTime,TotalExecTime
0.0,-0.0,20,0.0,0.0,1,0.0,0.0,-0.0,0.935103,0.0,10.989059209823608,14.8902,2.7007,10.98906397819519,10.895225286483765
0.0,-0.0,20,0.0,0.0,1,0.0,0.0,-0.0,0.935103,0.0,21.69364356994629,14.8902,2.7007,10.695934057235718,10.621724843978882
0.0,-0.0,20,0.0,0.0,1,0.0,0.0,-0.0,0.935103,0.0,32.37978649139404,14.8902,2.7007,10.676581382751465,10.624678134918213
0.0,-0.0,20,0.0,0.0,1,0.0,0.0,-0.0,0.935103,0.0,43.16731858253479,14.8902,2.7007,10.777989387512207,10.73543906211853
0.0,-0.0,20,0.0,0.0,1,0.0,0.0,-0.0,0.935103,0.0,54.021559715270996,14.8902,2.7007,10.848862648010254,10.796980142593384
0.0,-0.0,20,0.0,0.0,1,0.0,0.0,-0.0,0.935103,0.0,64.59114670753479,14.8902,2.7007,10.5645432472229,10.52344274520874
0.0,-0.0,20,0.0,0.0,1,0.0,0.0,-0.0,0.935103,0.0,75.45830631256104,14.8902,2.7007,10.842928171157837,10.769964456558228
