MaxKL,Perplexity,TotalExecTime,NumTrajs,AveragePolicyStd,LossBefore,AverageReturn,Entropy,MeanKL,ExplainedVariance,StdReturn,Time,MinReturn,MaxReturn,ItrTime,LossAfter
0.0,17.0795,18.1144015789032,20,1.0,-0.0,0.0,2.83788,0.0,1,0.0,18.193596124649048,0.0,0.0,18.193602800369263,-0.0
0.0,17.0795,15.729074478149414,20,1.0,-0.0,0.0,2.83788,0.0,1,0.0,34.21855163574219,0.0,0.0,16.02106022834778,-0.0
77.7379,17.0795,17.89349937438965,20,1.0,0.00162309,60.0,2.83788,0.835182,0.0712189651326,261.533936612,52.240013122558594,0.0,1200.0,18.006149530410767,0.236245
0.201484,17.0933,17.38834285736084,20,1.00041,-0.016908,15.0,2.83869,0.00165168,0.157972410945,65.3834841531,69.83752775192261,0.0,300.0,17.531840801239014,-0.0192731
15.2532,16.9494,16.220415115356445,20,0.996216,-0.00984412,50.0,2.83023,0.32214,0.250421297352,217.944947177,86.26418805122375,0.0,1000.0,16.396132946014404,-0.0262774
0.0,16.8662,17.115621328353882,20,0.993765,-0.0,0.0,2.82531,0.0,1,0.0,103.52482914924622,0.0,0.0,17.241567373275757,-0.0
0.0,16.8662,17.777944564819336,20,0.993765,-0.0,0.0,2.82531,0.0,1,0.0,121.43472385406494,0.0,0.0,17.905437707901,-0.0
