LossBefore,MeanKL,TotalExecTime,ItrTime,Time,ExplainedVariance,StdReturn,Entropy,MinReturn,Perplexity,AverageReturn,AveragePolicyStd,NumTrajs,LossAfter,MaxKL,MaxReturn
-0.0,0.0,12.281715631484985,12.415588855743408,12.415581464767456,1,0.0,2.67957,0.0,14.5788,0.0,0.92455,20,-0.0,0.0,0.0
-0.0,0.0,12.161064386367798,12.25224256515503,24.686662673950195,1,0.0,2.67957,0.0,14.5788,0.0,0.92455,20,-0.0,0.0,0.0
-0.0,0.0,11.79250431060791,11.856438159942627,36.552133083343506,1,0.0,2.67957,0.0,14.5788,0.0,0.92455,20,-0.0,0.0,0.0
-0.0,0.0,12.14208459854126,12.184991359710693,48.750673055648804,1,0.0,2.67957,0.0,14.5788,0.0,0.92455,20,-0.0,0.0,0.0
-0.0,0.0,12.357874155044556,12.449915647506714,61.205039501190186,1,0.0,2.67957,0.0,14.5788,0.0,0.92455,20,-0.0,0.0,0.0
-0.0,0.0,11.931970596313477,11.997604370117188,73.20901846885681,1,0.0,2.67957,0.0,14.5788,0.0,0.92455,20,-0.0,0.0,0.0
-0.0,0.0,12.072510242462158,12.163053512573242,85.37783932685852,1,0.0,2.67957,0.0,14.5788,0.0,0.92455,20,-0.0,0.0,0.0
