0StdReturn,1MaxReturn,0Entropy,0AveragePolicyStd,1AverageReturn,0PolicyExecTime,LossBefore,1NumTrajs,0Perplexity,ItrTime,0AverageReturn,0ProcessExecTime,1MinReturn,1AveragePolicyStd,1ExplainedVariance,1ProcessExecTime,MeanKLBefore,0NumTrajs,LossAfter,dLoss,1Entropy,1StdReturn,MeanKL,0MinReturn,Time,0EnvExecTime,ComputeUpdatedDistTime,0MaxReturn,0ExplainedVariance,1Perplexity,1PolicyExecTime,1EnvExecTime
186.380658868,2700.0,1.77358,0.588564,753.25,14.882779121398926,2.09547579288e-09,1200,5.89191,74.21811532974243,28.5,0.6494364738464355,0.0,0.588162,0.507722621176,0.6384778022766113,0.0,1200,-0.00510726170614,0.00510726380162,1.77235,925.863257092,0.0063335429877,0.0,4150.977408885956,14.707789659500122,0.08020210266113281,1800.0,0.101535713502,5.88467,25.250048875808716,14.902291774749756
150.342918209,2700.0,1.773,0.588408,792.083333333,14.70037841796875,6.98491930962e-10,1200,5.88852,73.86568069458008,23.9166666667,0.6476321220397949,0.0,0.588131,0.515274976519,0.6424715518951416,-7.45057793239e-09,1200,-0.00481575075537,0.00481575145386,1.77217,1017.01146817,0.00994150433689,0.0,4227.024762868881,14.518566608428955,0.07997655868530273,1900.0,0.0834021041442,5.88359,25.30072331428528,15.018823623657227
166.364538656,2700.0,1.77179,0.588063,757.25,14.630280494689941,-9.31322574615e-10,1200,5.88136,74.10058689117432,26.4166666667,0.6399085521697998,0.0,0.588286,0.499941905782,0.6413040161132812,0.0,1200,-0.00302215153351,0.00302215060219,1.77205,987.790853791,0.00774721149355,0.0,4302.962788581848,14.369146823883057,0.08994030952453613,1600.0,0.0868460276913,5.88292,25.568071603775024,15.086888074874878
148.674677475,2800.0,1.77085,0.587794,698.916666667,14.867432355880737,1.90630089492e-09,1200,5.87582,74.70670008659363,20.9166666667,0.6486091613769531,0.0,0.588074,0.502725759052,0.6508810520172119,0.0,1200,-0.00492836907506,0.00492837098136,1.7721,991.324279128,0.00725968601182,0.0,4379.597166061401,14.630796432495117,0.10350656509399414,1800.0,0.0673723314046,5.88319,25.511962175369263,15.16859221458435
134.61013665,2600.0,1.76239,0.585286,704.916666667,15.068272829055786,8.96397978067e-09,1200,5.82636,74.61894798278809,20.3333333333,0.6571376323699951,0.0,0.58616,0.391339636447,0.6520063877105713,0.0,1200,-0.00627851346508,0.00627852242906,1.76517,859.292825364,0.00810754206032,0.0,4455.840430736542,14.890976428985596,0.07459759712219238,1900.0,0.0885512949159,5.84257,25.223069667816162,15.059020042419434
87.5023412385,2800.0,1.75937,0.584419,603.083333333,15.041533470153809,2.32830643654e-10,1200,5.80878,73.0657947063446,10.0833333333,0.6522190570831299,0.0,0.58586,0.510873646426,0.6325359344482422,0.0,1200,-0.00529794208705,0.00529794231988,1.76449,933.737379061,0.00852586701512,0.0,4530.967994213104,14.571723222732544,0.11587309837341309,1400.0,0.0358363587724,5.83857,24.326679468154907,14.674010753631592
122.372382505,2800.0,1.73787,0.578294,769.5,15.560881853103638,2.79396772385e-09,1200,5.68525,73.5258104801178,15.0,0.6612932682037354,0.0,0.57837,0.479053731595,0.6286458969116211,0.0,1200,-0.00309967482463,0.00309967761859,1.73828,1027.44979602,0.00786146707833,0.0,4606.691553592682,14.786489486694336,0.11137771606445312,1800.0,0.049449696182,5.68756,24.01723027229309,14.691844463348389
131.650948429,2900.0,1.73263,0.576777,592.666666667,15.837870359420776,8.73114913702e-10,1200,5.65549,72.78840613365173,17.8333333333,0.6668322086334229,0.0,0.57681,0.551555542766,0.6082315444946289,0.0,1200,-0.00312813790515,0.00312813877827,1.73279,1028.30583432,0.00857251137495,0.0,4681.642643928528,14.801228761672974,0.07602190971374512,1900.0,0.0647392621245,5.65641,23.51724624633789,14.264667749404907
127.297115268,2900.0,1.73146,0.576426,789.916666667,15.961048603057861,4.54019755125e-09,1200,5.64887,73.73522877693176,17.6666666667,0.6590745449066162,0.0,0.577113,0.540043547644,0.6269605159759521,0.0,1200,-0.00652914308012,0.00652914762031,1.73389,1058.84685376,0.00967551209033,0.0,4757.284498691559,14.847350835800171,0.0778813362121582,1500.0,0.0491459556131,5.66266,23.282622575759888,14.546875715255737
148.222781837,2900.0,1.72134,0.573558,757.75,15.93443489074707,-1.97906047106e-09,1200,5.59203,72.75412726402283,25.9166666667,0.6662030220031738,0.0,0.571672,0.469990373304,0.6137151718139648,0.0,1200,-0.00320913270116,0.0032091307221,1.71469,1033.17791506,0.00751922093332,0.0,4832.189415216446,14.968601942062378,0.0744025707244873,1600.0,0.0580555982867,5.55493,22.862220287322998,14.548728466033936
168.817455654,2800.0,1.71583,0.572024,756.166666667,17.288599729537964,-1.97906047106e-09,1200,5.56129,75.01408505439758,28.0,0.6854639053344727,0.0,0.571648,0.437602477323,0.6327798366546631,0.0,1200,-0.00326671591029,0.00326671393123,1.71473,1037.08500402,0.0077122701332,0.0,4908.820639133453,15.482518672943115,0.07618927955627441,1700.0,0.0498296082446,5.55519,23.007939100265503,14.690624713897705
183.446461309,2900.0,1.70295,0.568439,996.166666667,16.68951654434204,-1.86264514923e-09,1200,5.49011,73.129647731781,33.75,0.6713333129882812,0.0,0.569646,0.414384376015,0.6181492805480957,0.0,1200,-0.00403623562306,0.00403623376042,1.70683,1100.64464696,0.00983449164778,0.0,4984.030443429947,14.817556619644165,0.07890510559082031,2000.0,0.070833758649,5.51149,22.819807529449463,14.385913133621216
181.697245133,2800.0,1.70129,0.567974,562.5,16.9497389793396,-2.13913153857e-09,1200,5.48101,74.11423325538635,31.6666666667,0.671532154083252,0.0,0.566837,0.490492081159,0.6232502460479736,0.0,1200,-0.00258811190724,0.00258810976811,1.69708,938.221944247,0.00642588920891,0.0,5060.317006349564,15.10198712348938,0.08926630020141602,1700.0,0.0653321321534,5.458,23.080453872680664,14.486556768417358
169.349224156,2800.0,1.69422,0.566045,726.583333333,16.865384578704834,1.04773789644e-09,1200,5.44243,73.9053156375885,29.0833333333,0.6782639026641846,0.0,0.56564,0.518109296307,0.6094202995300293,-7.45057793239e-09,1200,-0.00418434105814,0.00418434210587,1.69271,994.359924636,0.00707450788468,0.0,5136.472328424454,15.102434873580933,0.07590723037719727,1600.0,0.0548013560957,5.43419,23.003527402877808,14.478442668914795
213.927541601,3000.0,1.69109,0.565158,802.916666667,17.071073293685913,-1.16415321827e-10,1200,5.4254,74.11636233329773,39.9166666667,0.6819355487823486,0.0,0.566443,0.527404628668,0.6341578960418701,-1.49011549766e-08,1200,-0.00479938928038,0.00479938916396,1.69538,1095.39178367,0.0081171086058,0.0,5212.2966141700745,15.265451908111572,0.07580041885375977,2200.0,0.0715599937966,5.44871,22.787647008895874,14.589454889297485
266.8478421,2900.0,1.69289,0.565699,799.666666667,17.286898374557495,6.98491930962e-10,1200,5.43517,74.46379160881042,63.25,0.6937260627746582,0.0,0.564951,0.480027984207,0.6251845359802246,0.0,1200,-0.0027289702557,0.00272897095419,1.68987,1128.35420956,0.00676017580554,0.0,5289.242466926575,15.367486953735352,0.07802128791809082,2000.0,0.0776727836905,5.4188,22.891361236572266,14.412446737289429
242.52811979,2800.0,1.68639,0.563922,762.083333333,17.253990173339844,-1.33877620101e-09,1200,5.39994,74.01338791847229,53.6666666667,0.6999151706695557,0.0,0.564579,0.443091431136,0.6301815509796143,0.0,1200,-0.00418919231743,0.00418919097865,1.6888,1048.79486065,0.00545675447211,0.0,5365.3757293224335,15.213990449905396,0.08076906204223633,2000.0,0.058086045977,5.413,22.70893120765686,14.42073655128479
238.520774194,2900.0,1.67996,0.562174,913.833333333,17.190438270568848,-4.7730281949e-09,1200,5.36536,74.3413782119751,56.4166666667,0.6875863075256348,0.0,0.561504,0.534596535351,0.627133846282959,0.0,1200,-0.00465052668005,0.00465052190702,1.67772,1167.40822861,0.00941861700267,0.0,5441.926292419434,15.181455135345459,0.07776856422424316,1900.0,0.0759008360664,5.35336,23.00518560409546,14.52293848991394
269.359721789,2900.0,1.6812,0.562665,772.083333333,16.73261046409607,-2.47382558882e-09,1200,5.37199,73.15072083473206,60.5833333333,0.6872434616088867,0.0,0.561127,0.524348424302,0.6135549545288086,0.0,1200,-0.00323480274528,0.00323480027146,1.67546,1121.32168729,0.00621633324772,0.0,5517.12438416481,14.960884809494019,0.077178955078125,2100.0,0.0605523066575,5.34126,22.71046543121338,14.184243440628052
304.192635878,3000.0,1.67972,0.562215,876.75,16.48655652999878,1.78260961547e-09,1200,5.36406,71.05862879753113,82.9166666667,0.6726710796356201,0.0,0.562225,0.510137807949,0.6092996597290039,0.0,1200,-0.00369968311861,0.00369968490122,1.6796,1150.08743327,0.00681234803051,0.0,5589.942348480225,14.301283597946167,0.10253667831420898,2100.0,0.0764152328073,5.36343,21.946858882904053,13.877435684204102
276.808585589,2900.0,1.6745,0.560737,857.583333333,17.340273141860962,-4.65661287308e-10,1200,5.33615,72.4355788230896,68.0833333333,0.6493725776672363,0.0,0.558869,0.513880428793,0.6162130832672119,1.49011558648e-08,1200,-0.0036377357319,0.00363773526624,1.66773,1130.20314976,0.00715753575787,0.0,5664.577769994736,14.07119107246399,0.10587024688720703,2000.0,0.0720722519492,5.30013,22.63315439224243,13.920719146728516
315.17715477,2900.0,1.6683,0.559096,815.5,16.907414197921753,-6.86850398779e-09,1200,5.30317,72.34380888938904,90.1666666667,0.6599342823028564,0.0,0.559628,0.477812103698,0.6036310195922852,0.0,1200,-0.00504015898332,0.00504015211482,1.6701,1100.55732094,0.00723460456356,0.0,5739.137952804565,14.174824476242065,0.0962681770324707,1900.0,0.0654718397536,5.31267,23.04537081718445,13.767848014831543
319.463515131,3000.0,1.6636,0.557687,873.666666667,16.50974941253662,6.98491930962e-10,1200,5.27829,71.8254816532135,91.75,0.6500399112701416,0.0,0.556579,0.491424635457,0.5974612236022949,0.0,1200,-0.00246739340946,0.00246739410795,1.65981,1168.40627447,0.00925249233842,0.0,5813.102050542831,14.056364297866821,0.08149862289428711,2000.0,0.0633149873313,5.25829,23.08324122428894,13.713417291641235
348.716336488,2900.0,1.65706,0.555891,708.25,16.471197366714478,0.0,1200,5.24386,72.06843137741089,105.5,0.655616283416748,0.0,0.555816,0.468947215275,0.6041476726531982,0.0,1200,1.39698386192e-09,-1.39698386192e-09,1.65643,1092.66811254,0.0,0.0,5886.718729496002,14.195157289505005,0.07795572280883789,2100.0,0.0715433761004,5.24055,22.86299157142639,13.913894176483154
324.41733025,2900.0,1.65706,0.555891,832.166666667,16.473588228225708,2.79396772385e-09,1200,5.24386,71.5052797794342,90.25,0.6557662487030029,0.0,0.554584,0.35308040965,0.5955386161804199,1.49011558648e-08,1200,-0.00306575139984,0.00306575419381,1.65251,1128.2354832,0.006932716351,0.0,5960.520635843277,14.23829460144043,0.0753171443939209,2200.0,0.0640991991865,5.22004,22.81729006767273,13.60988163948059
364.831429872,3000.0,1.65771,0.556069,780.083333333,16.65828824043274,1.39698386192e-09,1200,5.24727,72.51620602607727,112.166666667,0.6592812538146973,0.0,0.557126,0.451237240508,0.6158795356750488,0.0,1200,-0.00429403269663,0.00429403409362,1.66145,1093.92793473,0.00674770027399,0.0,6035.167947053909,14.22677731513977,0.10262322425842285,2200.0,0.0665432173613,5.26694,23.30551314353943,13.914911985397339
345.223106202,2900.0,1.66084,0.556941,634.0,15.4759361743927,1.51339918375e-09,1200,5.26372,71.56883525848389,105.416666667,0.6596076488494873,0.0,0.556299,0.460129461229,0.6060519218444824,0.0,1200,-0.00142487511039,0.00142487662379,1.65844,999.246716282,0.00854262430221,0.0,6108.831804037094,14.135529041290283,0.08614087104797363,2200.0,0.0656028302453,5.25111,23.444287300109863,13.868459463119507
383.839376128,2900.0,1.66331,0.557556,761.75,15.708749294281006,-8.73114913702e-10,1200,5.27672,71.12172889709473,122.0,0.6409497261047363,0.0,0.557193,0.378720938313,0.6064090728759766,-1.49011549766e-08,1200,-0.00456977076828,0.00456976989517,1.66244,1079.45755089,0.00790502876043,0.0,6181.666539907455,14.022715330123901,0.08565711975097656,2300.0,0.0661460559019,5.27218,23.060141563415527,13.80748701095581
366.666960227,2900.0,1.65546,0.555359,803.916666667,15.543495178222656,6.98491930962e-10,1200,5.2355,71.21918225288391,111.416666667,0.6664512157440186,0.0,0.553156,0.461541605113,0.6217846870422363,0.0,1200,-0.00291363243014,0.00291363312863,1.64747,1128.2477534,0.00900805555284,0.0,6254.60310959816,14.18106746673584,0.07613563537597656,2000.0,0.0772244705072,5.19384,23.206602573394775,13.920027256011963
386.131094607,3000.0,1.65846,0.556283,808.0,15.648851871490479,1.68802216649e-09,1200,5.25123,70.51045250892639,128.333333333,0.6689679622650146,0.0,0.556536,0.473078654732,0.5986919403076172,0.0,1200,-0.00349458539858,0.00349458708661,1.65936,1097.31611975,0.00771695375443,0.0,6327.353811740875,14.301692485809326,0.07744860649108887,2200.0,0.0718334671002,5.25597,22.66381859779358,13.5945405960083
361.894666996,2900.0,1.64816,0.553466,775.0,15.852787017822266,-1.39698386192e-09,1200,5.1974,71.30746006965637,113.5,0.6497890949249268,0.0,0.553057,0.425502173252,0.5793921947479248,0.0,1200,-1.2805685401e-09,-1.16415321827e-10,1.64668,1101.44223634,0.0,0.0,6400.845027685165,14.321876764297485,0.08656454086303711,2100.0,0.0652618698638,5.18973,22.877521514892578,13.64059066772461
386.393545782,2900.0,1.64816,0.553466,872.166666667,15.772003173828125,6.98491930962e-10,1200,5.1974,70.7061595916748,133.166666667,0.6352033615112305,0.0,0.553344,0.495842544825,0.5791993141174316,0.0,1200,-0.00217989063822,0.00217989133671,1.64782,1135.18367334,0.00969470571727,0.0,6473.2384514808655,14.16296648979187,0.07311582565307617,2100.0,0.0681601860628,5.19566,22.07092785835266,13.651049375534058
394.075703035,2900.0,1.64407,0.552395,827.333333333,16.20152735710144,2.09547579288e-09,1200,5.1762,70.38047862052917,125.416666667,0.6380212306976318,0.0,0.552391,0.496028985693,0.5818736553192139,0.0,1200,-0.00333352503367,0.00333352712914,1.64426,1074.64857305,0.00803881976753,0.0,6545.694820404053,14.255622386932373,0.1065363883972168,2400.0,0.069306107741,5.17716,21.92723250389099,13.600034236907959
396.287555178,2900.0,1.63276,0.549359,756.666666667,17.428829431533813,-6.98491930962e-10,1200,5.11797,71.32762026786804,126.416666667,0.6277377605438232,0.0,0.54935,0.429332815578,0.575120210647583,0.0,1200,-0.00221508578397,0.00221508508548,1.63249,1082.3380043,0.00708406697959,0.0,6619.264085054398,14.159224271774292,0.09184646606445312,2500.0,0.0720272532097,5.11661,21.920265674591064,13.521802186965942
426.799905954,2800.0,1.63177,0.549106,708.333333333,17.472146034240723,3.37604433298e-09,1200,5.11291,71.74775576591492,152.916666667,0.6205563545227051,0.0,0.54811,0.460847855862,0.5788826942443848,1.49011558648e-08,1200,3.95812094212e-09,-5.82076609135e-10,1.62814,1061.45209763,1.49011558648e-08,0.0,6692.6919465065,14.015902280807495,0.10039520263671875,2400.0,0.0652219962462,5.0944,21.90467071533203,13.567781686782837
420.596129519,2900.0,1.63177,0.549106,753.25,17.25396490097046,4.65661287308e-10,1200,5.11291,71.3006865978241,139.25,0.6243107318878174,0.0,0.547911,0.451215529628,0.5782380104064941,0.0,1200,-0.00083845743211,0.000838457897771,1.62749,1106.93545619,0.00964963342994,0.0,6766.320612668991,13.974688291549683,0.09473347663879395,2300.0,0.0756750681432,5.09107,22.2745304107666,13.552703857421875
447.10398368,2900.0,1.63082,0.548843,984.75,17.16193151473999,-2.56113708019e-09,1200,5.10805,70.78070282936096,153.833333333,0.6221475601196289,0.0,0.547317,0.485744805756,0.562981128692627,-1.49011549766e-08,1200,-3.72529029846e-09,1.16415321827e-09,1.62513,1175.93612532,-1.49011549766e-08,0.0,6839.0238745212555,14.010715246200562,0.07420682907104492,2200.0,0.0624028899809,5.07908,21.64093780517578,13.31598711013794
479.759596916,3000.0,1.63082,0.548843,979.5,17.224460124969482,1.34605215862e-09,1200,5.10805,71.0254807472229,186.25,0.6352951526641846,0.0,0.548163,0.474007418307,0.5654549598693848,0.0,1200,-0.00280455779284,0.00280455913889,1.62786,1186.2320248,0.00724750105292,0.0,6911.8948521614075,14.15123200416565,0.07906866073608398,2200.0,0.07675445878,5.09298,21.934539556503296,13.432153940200806
421.549514358,2900.0,1.62998,0.54863,681.416666667,17.247846603393555,2.79396772385e-09,1200,5.10378,72.86048030853271,142.083333333,0.6325607299804688,0.0,0.54839,0.447817768498,0.6035916805267334,0.0,1200,-0.00309297535568,0.00309297814965,1.62919,1045.4566752,0.00641600927338,0.0,6986.389006853104,14.067815780639648,0.0772700309753418,2300.0,0.0633964307643,5.09974,23.007235765457153,14.076615571975708
402.821429627,3000.0,1.62845,0.548258,756.333333333,17.54499864578247,1.97906047106e-09,1200,5.09597,72.65273404121399,131.25,0.6394076347351074,0.0,0.548306,0.451958018946,0.585921049118042,0.0,1200,-1.2805685401e-09,3.25962901115e-09,1.62852,1109.21588922,0.0,0.0,7061.149898052216,14.12135362625122,0.08949613571166992,2200.0,0.0631447773628,5.09632,22.447474718093872,13.817062854766846
400.871827673,2900.0,1.62845,0.548258,717.583333333,17.8545503616333,-3.78349795938e-10,1200,5.09597,73.45375108718872,134.666666667,0.6348726749420166,0.0,0.547302,0.388036357618,0.596472978591919,0.0,1200,-4.42378222942e-09,4.04543243349e-09,1.62464,1037.48051856,1.49011549766e-08,0.0,7136.453779220581,14.26366901397705,0.07310867309570312,2200.0,0.0589048705639,5.0766,22.720664262771606,13.782753944396973
436.801625137,2900.0,1.62845,0.548258,784.75,16.984158992767334,1.39698386192e-09,1200,5.09597,73.80424189567566,152.083333333,0.6253230571746826,0.0,0.547625,0.356356355039,0.608086347579956,0.0,1200,-0.00220513530076,0.00220513669774,1.6264,1098.01750328,0.00795864593238,0.0,7211.91730260849,13.91782283782959,0.10035037994384766,2300.0,0.0747867271771,5.08554,24.28175187110901,14.115764617919922
441.455798719,2900.0,1.62441,0.547217,721.083333333,16.81360960006714,3.25962901115e-09,1200,5.07542,72.18307685852051,150.333333333,0.6385049819946289,0.0,0.546204,0.421793300217,0.5809216499328613,0.0,1200,-0.00138111878186,0.00138112204149,1.62087,1064.80694325,0.00733064068481,0.0,7286.31542134285,14.079010248184204,0.07836055755615234,2400.0,0.0717734152655,5.05749,23.26371431350708,13.703779220581055
403.136789233,3000.0,1.6218,0.546597,703.666666667,16.200752019882202,-8.73114913702e-11,1200,5.06217,71.66236424446106,133.75,0.6144576072692871,0.0,0.54757,0.391217685386,0.5963156223297119,0.0,1200,-0.00099539081566,0.000995390728349,1.62545,1057.45916653,0.006088626571,0.0,7360.055551528931,13.999708652496338,0.07235407829284668,2200.0,0.0746683564733,5.08069,23.3603618144989,13.721382856369019
411.491561949,3000.0,1.62148,0.546499,927.0,16.864752292633057,4.36557456851e-10,1200,5.06057,72.56074094772339,138.833333333,0.637636661529541,0.0,0.545105,0.488978244126,0.5892400741577148,0.0,1200,-0.00265633780509,0.00265633824165,1.61632,1200.11291135,0.00711640669033,0.0,7434.223507881165,14.20258092880249,0.09767508506774902,2300.0,0.0640688809098,5.03455,23.341448545455933,13.762731313705444
435.073141999,3000.0,1.61252,0.544152,929.416666667,16.40908718109131,-2.76486389339e-10,1200,5.01542,71.20272159576416,157.833333333,0.6253149509429932,0.0,0.544684,0.473872978956,0.5876731872558594,0.0,1200,-0.00235830480233,0.00235830452584,1.6147,1173.23327876,0.00855009723455,0.0,7507.802039384842,13.939920663833618,0.0756845474243164,2200.0,0.0669114724191,5.0264,22.935545444488525,13.519019842147827
465.674659917,2800.0,1.60992,0.543449,793.583333333,16.429446935653687,8.14907252789e-10,1200,5.0024,71.31188726425171,172.666666667,0.6222057342529297,0.0,0.54341,0.454045429142,0.568920373916626,0.0,1200,-0.00345271266997,0.00345271348488,1.60922,1059.73290332,0.00743627734482,0.0,7581.130570173264,14.013699054718018,0.10122537612915039,2200.0,0.0794474704054,4.99891,22.922747135162354,13.587976217269897
392.239218037,2900.0,1.60394,0.541814,836.666666667,16.341602325439453,5.23868948221e-10,1200,4.97258,71.36658573150635,132.25,0.6278200149536133,0.0,0.541722,0.476048008639,0.5796549320220947,0.0,1200,-0.00133615138475,0.00133615190862,1.60395,1124.45048308,0.00994411110878,0.0,7654.186150312424,14.127614498138428,0.0927286148071289,2300.0,0.0498829415509,4.97262,22.978545427322388,13.650173902511597
