AverageReturn,Entropy,MaxReturn,MinReturn,ExplainedVariance,Perplexity,AveragePolicyStd,MeanKL,StdReturn,TotalExecTime,NumTrajs,ItrTime,Time,LossBefore,LossAfter,MaxKL
1240.0,2.69307,1800.0,0.0,0.78417796707,14.777,0.930467,0.0992084,493.355855342,11.342151403427124,20,11.4196035861969,11.419597625732422,-0.00145991,-0.0342702,1.43287
1310.0,2.69161,2100.0,0.0,0.79781648677,14.7555,0.929704,0.0159785,497.89557138,11.731825828552246,20,11.801256895065308,23.230526447296143,-0.0155882,-0.0270983,0.692319
1410.0,2.68382,1800.0,200.0,0.877458394288,14.6409,0.926129,0.0234504,306.431068921,11.773144006729126,20,11.824214458465576,35.072848081588745,-0.00584476,-0.020816,0.418634
1430.0,2.6809,2100.0,0.0,0.789366664986,14.5982,0.924837,0.00392995,542.309874518,11.555611610412598,20,11.608063697814941,46.6920530796051,-0.0192886,-0.0234493,0.0591747
1375.0,2.67125,1900.0,0.0,0.825962149245,14.4581,0.920416,0.0270146,455.933109129,11.618370771408081,20,11.749045848846436,58.452085971832275,-0.00464054,-0.0125797,0.340714
1435.0,2.66893,1700.0,1000.0,0.914935184931,14.4246,0.919311,0.0153112,162.095650774,11.000928401947021,20,11.045314311981201,69.50098752975464,0.00792679,-0.00301788,0.196042
1425.0,2.6729,1700.0,700.0,0.911014830216,14.4818,0.921087,0.0304056,207.062792408,9.808717489242554,20,9.869120121002197,79.38384366035461,0.00173813,-0.0156804,0.535698
