AverageReturn,LossBefore,ItrTime,Entropy,ExplainedVariance,StdReturn,TotalExecTime,LossAfter,MeanKL,MaxReturn,MaxKL,AveragePolicyStd,NumTrajs,Time,Perplexity,MinReturn
1657.5,-0.00719248,4.852708578109741,2.40341,0.493278140771,542.626713312,4.763760566711426,-0.197921,1.52288,3300.0,34.1146,0.805297,40,4.852704286575317,11.0609,600.0
5140.0,0.00442549,4.857339859008789,2.39622,0.809719861166,1271.18055366,4.783913850784302,-0.050211,0.182561,7500.0,1.40276,0.802158,40,9.71456527709961,10.9816,2800.0
5937.5,-0.0127543,4.7617762088775635,2.39843,0.90010191918,722.733526274,4.708076238632202,-0.0302437,0.0375424,7400.0,1.03229,0.802943,40,14.481603145599365,11.0059,4000.0
6457.5,-0.0427113,4.727824926376343,2.39206,0.880030598521,1032.92969267,4.685030937194824,-0.0763531,0.0770534,7700.0,2.43535,0.800442,40,19.21420907974243,10.9359,3300.0
6462.5,-0.0636424,4.748044490814209,2.3707,0.896078392726,904.899856338,4.701427221298218,-0.0952664,0.0905139,8100.0,0.451033,0.791827,40,23.967796325683594,10.7049,3700.0
6695.0,-0.0634701,5.886886358261108,2.33888,0.919524216461,818.520005864,5.830623149871826,-0.0952391,0.0844166,8100.0,1.55751,0.779362,40,29.859971284866333,10.3696,2700.0
6665.0,-0.0180125,5.035102367401123,2.30714,0.889124603174,1096.71099201,4.961480617523193,-0.0438221,0.08602,8000.0,3.31117,0.766975,40,34.900131702423096,10.0457,1900.0
