LossAfter,TotalExecTime,MinReturn,Time,Perplexity,MaxReturn,AverageReturn,MaxKL,ExplainedVariance,Entropy,NumTrajs,MeanKL,ItrTime,StdReturn,LossBefore,AveragePolicyStd
0.00169851,33.693495750427246,0.0,34.102776765823364,15.613,1700.0,315.0,0.280206,0.167919028821,2.7481,20,0.0636683,34.10278344154358,538.771751301,0.0120571,0.956152
-0.0128069,32.096932888031006,0.0,66.50506353378296,15.8024,19100.0,4575.0,0.427516,0.637306848388,2.76016,20,0.0442665,32.3803973197937,6583.83436912,0.000967748,0.961897
-0.0295464,35.02511548995972,0.0,101.73669242858887,15.81,31200.0,5810.0,0.637506,0.631940712775,2.76064,20,0.0692239,35.22384214401245,10374.049354,-0.00338443,0.962133
-0.0230772,33.32577657699585,0.0,135.21278524398804,15.7833,9400.0,1400.0,0.136021,0.612571485939,2.75895,20,0.013597,33.46497344970703,2963.61266025,-0.016756,0.961307
-0.0270621,34.341408491134644,0.0,169.84124183654785,15.6516,31600.0,10490.0,0.628016,0.635563422411,2.75057,20,0.108913,34.55380058288574,10461.8784164,-0.00171262,0.957288
-0.000250463,32.739078760147095,0.0,202.89818477630615,15.6382,37200.0,11660.0,0.0118275,0.72630625671,2.74972,20,0.00128038,33.01846361160278,13819.7105614,0.00194142,0.95688
-0.0185771,32.682196855545044,0.0,235.92761969566345,15.6534,36400.0,11770.0,0.136352,0.68198989479,2.75069,20,0.0145688,32.99068903923035,12987.3053402,-0.0134508,0.957342
