MeanKL,AveragePolicyStd,StdReturn,AverageReturn,LossAfter,ItrTime,TotalExecTime,Time,MaxKL,MaxReturn,LossBefore,ExplainedVariance,Perplexity,NumTrajs,MinReturn,Entropy
0.67383,0.930467,2426.80860391,3340.0,-0.0984198,11.705307245254517,11.596847295761108,11.705301284790039,3.86664,10300.0,0.0168851,0.105594418292,14.777,20,300.0,2.69307
0.088884,0.938327,2264.70196715,17575.0,-0.0509327,12.037615776062012,11.938293218612671,23.748584032058716,0.273074,21400.0,-0.0205461,0.799399005476,15.0287,20,12800.0,2.70996
0.105601,0.933422,1602.18600668,19500.0,-0.0107589,11.660001993179321,11.59573769569397,35.41286826133728,1.59729,22400.0,0.0145527,0.934187981993,14.8751,20,16100.0,2.69969
0.102752,0.936713,2215.73351286,19945.0,-0.0529296,11.275825023651123,11.159672498703003,46.70816993713379,0.442805,22200.0,-0.0232109,0.853195175483,14.9837,20,13900.0,2.70696
0.160285,0.93129,2859.80768584,17850.0,-0.0355472,12.138360500335693,12.02308702468872,58.85071063041687,0.706971,21600.0,0.0173147,0.77037484656,14.8108,20,10600.0,2.69536
0.171049,0.93532,2975.31090812,17905.0,-0.0797852,11.814986228942871,11.718752384185791,70.67198991775513,0.60861,22400.0,-0.0259021,0.743449937881,14.9396,20,10500.0,2.70401
0.155268,0.929251,2091.23767181,18865.0,-0.0427637,11.81256651878357,11.755863904953003,82.48831820487976,1.03811,22100.0,-0.00185053,0.879129561081,14.7473,20,14300.0,2.69106
