LossBefore,MeanKL,ItrTime,Perplexity,Time,AveragePolicyStd,Entropy,StdReturn,MaxReturn,NumTrajs,MaxKL,LossAfter,AverageReturn,TotalExecTime,MinReturn,ExplainedVariance
0.00442281,0.506217,12.14589238166809,14.1457,12.145884990692139,0.917354,2.64941,141.421356237,400.0,20,5.26131,-0.0800297,200.0,11.98984956741333,0.0,0.611991713458
0.00408451,0.0715302,12.186705112457275,14.2085,24.34002661705017,0.920562,2.65384,753.176606116,3500.0,20,0.241511,-0.0192395,815.0,12.119911670684814,200.0,0.184674709936
-0.00388142,0.17274,12.226419925689697,14.2375,36.574989318847656,0.921673,2.65588,2293.7469346,10200.0,20,0.538336,-0.0590769,6165.0,12.104097366333008,2400.0,0.324631377174
-0.0227615,0.0755028,12.492065191268921,14.2099,49.073766469955444,0.921057,2.65394,1563.84142419,22700.0,20,0.228507,-0.0375919,20920.0,12.311519384384155,17500.0,0.92451845936
-0.0193202,0.176991,12.234777450561523,14.0491,61.31147503852844,0.915894,2.64256,1856.14519906,22200.0,20,0.572769,-0.0529991,19215.0,12.173965215682983,15900.0,0.857407831669
-0.017845,0.0202508,11.618342161178589,13.914,72.93969440460205,0.911807,2.6329,1116.36687518,22400.0,20,0.117684,-0.0269109,21265.0,11.456148147583008,18200.0,0.956111879579
-0.0145555,0.0443121,12.026727676391602,13.7904,84.97008657455444,0.907868,2.62398,648.74879576,22700.0,20,0.176585,-0.0266037,21975.0,11.955186367034912,20000.0,0.981500056161
