AveragePolicyStd,StdReturn,ItrTime,MaxReturn,MinReturn,Entropy,LossAfter,MeanKL,Time,AverageReturn,ExplainedVariance,NumTrajs,LossBefore,TotalExecTime,Perplexity,MaxKL
0.949513,1391.50098814,10.337664604187012,5600.0,0.0,2.73374,-0.0649405,0.380332,10.337659358978271,765.0,0.387924272504,20,0.0086816,10.238469362258911,15.3903,1.89251
0.953476,3914.69986078,9.854596614837646,16000.0,0.0,2.74242,-0.00360326,0.0472984,20.194903135299683,2925.0,0.390991721759,20,0.0107969,9.771350860595703,15.5245,0.312731
0.956058,3493.70863124,9.75947904586792,14600.0,1500.0,2.74782,-0.0218811,0.00710575,29.957955598831177,6400.0,0.320474901056,20,-0.0175155,9.678600549697876,15.6085,0.0538453
0.951904,5591.73497226,10.318161487579346,18200.0,0.0,2.73906,-0.0283949,0.0443375,40.28324365615845,7150.0,0.58026499576,20,-0.0104143,10.187276363372803,15.4725,0.375371
0.949429,5242.28957613,10.97021484375,19300.0,0.0,2.73385,0.0042925,0.0157413,51.259575605392456,10120.0,0.497708703468,20,0.011952,10.862850666046143,15.3921,0.0901019
0.952272,5101.45812489,10.907269716262817,22600.0,0.0,2.73983,-0.0180388,0.0221851,62.17444443702698,11175.0,0.606302000915,20,-0.00445716,10.821828365325928,15.4843,0.0776333
0.951262,4723.86229689,11.043744087219238,21700.0,2300.0,2.7376,-0.0267776,0.00984979,73.22257876396179,12425.0,0.535176838534,20,-0.0173783,10.979479312896729,15.4499,0.159347
