Perplexity,ItrTime,MaxReturn,LossAfter,StdReturn,MaxKL,MinReturn,LossBefore,Time,MeanKL,AverageReturn,TotalExecTime,NumTrajs,Entropy,ExplainedVariance,AveragePolicyStd
21.7921,29.623066902160645,1000.0,-0.00706271,283.68115905,7.33316,0.0,0.00435013,29.623063564300537,0.0316966,145.0,29.359039545059204,20,3.08155,0.374565384888,1.12957
21.8871,33.073832750320435,1400.0,-0.00194095,406.786184623,0.102979,0.0,0.000278015,62.700427770614624,0.00162023,195.0,32.89472198486328,20,3.0859,0.311444422278,1.13203
21.8902,25.077949285507202,500.0,-0.0140778,158.429795178,0.128236,0.0,-0.0113823,87.78352189064026,0.00253925,70.0,25.000001192092896,20,3.08604,0.332749288149,1.13211
21.7659,27.59635615348816,1300.0,0.012734,399.092721056,0.0420991,0.0,0.0150815,115.39358496665955,0.00264773,235.0,27.45909857749939,20,3.08035,0.279217068399,1.12889
21.9307,26.201258659362793,1200.0,0.00827243,315.277655409,0.127669,0.0,0.0102551,141.6017484664917,0.00238351,140.0,25.932763814926147,20,3.08789,0.350022016857,1.13315
22.0434,27.576776266098022,700.0,-0.00118348,181.934053987,0.128606,0.0,0.00190152,169.18139791488647,0.00337363,70.0,27.49782967567444,20,3.09301,0.319223889588,1.13606
22.0644,30.967808961868286,400.0,-0.0066279,120.312094155,1.17506,0.0,-0.00417919,200.15881657600403,0.00154179,55.0,30.851054430007935,20,3.09397,0.280723248941,1.13661
