AverageReturn,LossAfter,TotalExecTime,ItrTime,MeanKL,StdReturn,AveragePolicyStd,MinReturn,Entropy,MaxReturn,MaxKL,NumTrajs,ExplainedVariance,Time,Perplexity,LossBefore
0.0,-0.0,16.24034070968628,16.542457818984985,0.0,0.0,1.00568,0.0,2.849,0.0,0.0,20,1,16.542450189590454,17.2706,-0.0
0.0,-0.0,15.860514163970947,16.1443190574646,0.0,0.0,1.00568,0.0,2.849,0.0,0.0,20,1,32.70210385322571,17.2706,-0.0
70.0,0.0694327,16.760089874267578,16.9236261844635,0.700872,219.317121995,1.00568,0.0,2.849,900.0,72.7733,20,0.236997508441,49.66793346405029,17.2706,0.00702813
0.0,-0.0,16.088295459747314,16.330061197280884,0.0,0.0,1.00744,0.0,2.85252,0.0,0.0,20,1,66.0492353439331,17.3313,-0.0
75.0,-0.433969,16.66417169570923,16.831653118133545,8.58618,326.917420766,1.00744,0.0,2.85252,1500.0,559.777,20,0.0874490855693,82.8935956954956,17.3313,-0.00412968
15.0,-0.000499129,16.855184078216553,17.09316110610962,0.0104456,65.3834841531,1.00639,0.0,2.85045,300.0,1.01806,20,0.110589594436,100.02322435379028,17.2956,-0.000388809
15.0,0.0261454,16.073892831802368,16.189133167266846,0.00220022,65.3834841531,1.0063,0.0,2.85026,300.0,0.465867,20,0.238738642067,116.22539401054382,17.2922,0.0276489
