LossBefore,Time,StdReturn,MaxKL,TotalExecTime,MeanKL,MaxReturn,Perplexity,AveragePolicyStd,NumTrajs,Entropy,ExplainedVariance,ItrTime,MinReturn,LossAfter,AverageReturn
0.0235833,5.092244386672974,48.9897948557,1.33019,5.023427724838257,0.0579029,400.0,15.2117,0.947542,20,2.72206,0.93010849818,5.092248201370239,300.0,0.00409551,340.0
-0.0113172,9.85776972770691,96.9535971483,0.764037,4.704033136367798,0.0836256,400.0,15.5747,0.958264,20,2.74565,0.812383806589,4.759287595748901,100.0,-0.0424462,260.0
0.010064,19.272427320480347,80.4673846972,0.467251,9.355647802352905,0.0489609,500.0,15.4868,0.955175,20,2.73999,0.892066045217,9.400978088378906,100.0,-0.00491711,345.0
0.00695193,23.97018551826477,180.208212909,0.173471,4.644697427749634,0.0219706,900.0,15.5649,0.957506,20,2.74502,0.803547122439,4.693953514099121,100.0,-0.00861264,455.0
0.011831,28.722522974014282,101.365674664,0.113751,4.706131458282471,0.0209153,800.0,15.6191,0.958884,20,2.74849,0.91007761215,4.747623682022095,500.0,0.00405133,635.0
-0.0086722,33.32164549827576,157.797338381,0.0852603,4.54662013053894,0.00936583,1200.0,15.7118,0.962058,20,2.75441,0.878780167026,4.592341184616089,400.0,-0.0153278,710.0
-0.0238458,38.05273652076721,124.398553046,0.253886,4.6854166984558105,0.0213498,1000.0,15.6438,0.960092,20,2.75007,0.914435664116,4.722737550735474,600.0,-0.0378888,805.0
