Perplexity,MeanKL,ExplainedVariance,TotalExecTime,StdReturn,MaxKL,NumTrajs,MinReturn,LossBefore,AveragePolicyStd,Time,MaxReturn,Entropy,LossAfter,ItrTime,AverageReturn
14.1457,0.176388,0.0652083042697,11.523149728775024,441.021541424,1.63479,20,0.0,0.0214277,0.917354,11.612060070037842,1700.0,2.64941,-0.00508535,11.61206603050232,150.0
14.4521,0.0681884,0.340066060224,11.437771558761597,875.371349771,0.426069,20,0.0,0.00524474,0.927967,23.129958629608154,2600.0,2.67084,-0.0179091,11.51360034942627,815.0
14.4901,0.00362069,0.625839834575,11.304226160049438,750.649718577,0.026671,20,0.0,0.00771208,0.929562,34.48407173156738,2700.0,2.67346,0.00369824,11.343297243118286,1545.0
14.5461,0.0164209,0.58393446646,11.99806523323059,467.011777153,0.103591,20,800.0,-0.0127635,0.931314,46.70273804664612,2600.0,2.67732,-0.0233053,12.20626163482666,1430.0
14.4535,0.0849763,0.510618660691,12.266251802444458,845.044377533,0.358204,20,1200.0,0.0385161,0.928307,59.02577018737793,4300.0,2.67094,0.00946613,12.317466497421265,2170.0
14.7346,0.212218,0.54884078892,11.051044940948486,2249.75554228,0.416074,20,7000.0,-0.00995539,0.936809,70.21632623672485,16600.0,2.6902,-0.0758402,11.181575775146484,11560.0
14.6614,0.00296496,0.989254976001,11.716954946517944,400.62451248,0.0294393,20,19700.0,0.0055241,0.934551,82.01654577255249,21500.0,2.68522,0.0028624,11.794656753540039,20850.0
