Entropy,MaxReturn,AverageReturn,LossAfter,MaxKL,AveragePolicyStd,MinReturn,ExplainedVariance,Perplexity,Time,MeanKL,TotalExecTime,NumTrajs,LossBefore,ItrTime,StdReturn
2.7481,700.0,65.0,-0.0230456,0.439634,0.956152,0.0,0.257958188032,15.613,35.2390398979187,0.049032,34.77189254760742,20,-0.00304351,35.2390456199646,195.639975465
2.74506,2800.0,405.0,-0.0151126,0.344308,0.954697,0.0,0.496818515342,15.5655,66.87884402275085,0.0212818,31.204668045043945,20,0.000734586,31.62379264831543,886.270274803
2.74543,29500.0,8455.0,-0.0163509,0.295902,0.954877,0.0,0.790708222196,15.5713,99.85060286521912,0.0722041,32.723188638687134,20,0.00633588,32.9673969745636,10848.6623599
2.7486,23700.0,5035.0,-0.00845165,0.554074,0.956408,0.0,0.578785446142,15.6207,132.0711281299591,0.0597047,31.998931884765625,20,0.00962793,32.21321940422058,7855.07956675
2.75341,30700.0,10390.0,-0.0238255,0.218603,0.958709,0.0,0.737566056008,15.6961,164.03175520896912,0.0289898,31.393988609313965,20,-0.0121264,31.929145336151123,11253.1284539
2.74735,37100.0,9360.0,-0.0140963,0.222072,0.955814,0.0,0.774268166346,15.6012,197.70449781417847,0.0424125,33.466564655303955,20,0.000876,33.66479849815369,12512.0901531
2.74778,24900.0,6480.0,-0.0273828,0.189927,0.956052,0.0,0.757081780506,15.608,230.85401272773743,0.031027,32.90125370025635,20,-0.00774097,33.10902523994446,9565.75140802
