StdReturn,Entropy,AveragePolicyStd,ExplainedVariance,MaxReturn,TotalExecTime,LossBefore,MaxKL,MinReturn,LossAfter,AverageReturn,MeanKL,ItrTime,Perplexity,Time,NumTrajs
130.766968306,2.849,1.00568,0.175756656614,600.0,16.53275489807129,0.00981544,0.0262898,0.0,0.00703403,30.0,0.0017295,16.83963704109192,17.2706,16.839629411697388,20
0.0,2.85882,1.01058,1,0.0,13.877366065979004,-0.0,0.0,0.0,-0.0,0.0,0.0,14.10599946975708,17.4409,30.9529926776886,20
0.0,2.85882,1.01058,1,0.0,15.879713296890259,-0.0,0.0,0.0,-0.0,0.0,0.0,16.02497100830078,17.4409,46.9916455745697,20
229.346898824,2.85882,1.01058,0.163067093266,900.0,17.016393184661865,-0.0229024,35.8953,0.0,0.00492173,80.0,0.168881,17.226868391036987,17.4409,64.24571371078491,20
210.416254125,2.84737,1.00478,0.23186638167,900.0,15.573179244995117,0.000624202,0.485706,0.0,0.000142708,65.0,0.00837254,15.722666501998901,17.2423,79.9729368686676,20
203.469899494,2.84768,1.00493,0.117709770053,900.0,16.01729106903076,-0.0275204,1.01674,0.0,-0.0314295,60.0,0.00812494,16.23634672164917,17.2477,96.24439215660095,20
87.1779788708,2.83392,0.998025,0.153756848777,400.0,16.502458333969116,0.00486294,1.47234,0.0,0.00438898,20.0,0.006883,16.581141471862793,17.012,112.84459733963013,20
