MinReturn,ExplainedVariance,MeanKL,TotalExecTime,LossAfter,Time,NumTrajs,ItrTime,AveragePolicyStd,Perplexity,MaxReturn,LossBefore,AverageReturn,Entropy,MaxKL,StdReturn
0.0,0.108829572861,0.0906822,9.345022916793823,-0.0418246,9.418710231781006,20,9.418715000152588,0.929406,14.7277,3600.0,-0.0136895,840.0,2.68973,0.215576,1157.75645107
1200.0,0.28978177793,0.0268669,6.317098379135132,-0.0227335,15.830485820770264,20,6.406683921813965,0.92301,14.5275,8000.0,-0.0105207,4570.0,2.67604,0.065386,1900.81561441
2200.0,0.334843708455,0.00503834,6.273715496063232,-0.0150788,22.143860578536987,20,6.309330701828003,0.920336,14.4512,18200.0,-0.0107617,8715.0,2.67078,0.0178504,4308.16376198
4500.0,0.39816232224,0.00481767,6.2099292278289795,-0.0158055,28.41666269302368,20,6.266307830810547,0.917941,14.3737,15600.0,-0.0111772,9345.0,2.6654,0.020754,3281.07832884
6500.0,0.565527529242,0.00874046,6.202797889709473,0.0119889,34.69404101371765,20,6.264860153198242,0.915389,14.2936,16300.0,0.0170508,11420.0,2.65981,0.0198213,2732.14201681
6600.0,0.544735127196,0.0117734,6.029750823974609,-0.0430999,40.764504194259644,20,6.0645811557769775,0.919226,14.416,18900.0,-0.0371072,12725.0,2.66834,0.0256136,3568.31542888
3900.0,0.445163100296,0.023315,7.044786691665649,-0.0483533,47.87500977516174,20,7.105891466140747,0.910552,14.151,16300.0,-0.0380814,11015.0,2.64978,0.054323,3962.10486989
