AveragePolicyStd,Time,AverageReturn,MeanKL,LossAfter,TotalExecTime,NumTrajs,Entropy,Perplexity,MinReturn,LossBefore,ExplainedVariance,StdReturn,MaxKL,MaxReturn,ItrTime
1.00326,10.702233076095581,40.0,0.00530139,-0.00174254,10.59792423248291,20,2.84233,17.1557,0.0,0.000568569,0.146422287192,174.355957742,0.0370737,800.0,10.702237844467163
1.00316,21.124232292175293,185.0,0.00335063,-0.0129298,10.351956605911255,20,2.8429,17.1654,0.0,-0.00888906,0.319579229548,581.614133253,0.0392211,2400.0,10.418050527572632
1.00099,31.825114250183105,190.0,0.0225065,-0.0120941,10.627740383148193,20,2.83845,17.0893,0.0,9.16645e-05,0.364992440857,783.517708798,0.170807,3600.0,10.697093725204468
1.00105,42.295961141586304,270.0,0.00786039,-0.00600003,10.41004467010498,20,2.8385,17.0901,0.0,-0.00329847,0.513429958347,1176.90271476,0.0350726,5400.0,10.464537143707275
1.00024,53.071486473083496,905.0,0.00303958,0.0125905,10.70417046546936,20,2.83685,17.0619,0.0,0.0156981,0.72126218109,2860.67736734,0.0261013,11900.0,10.771883726119995
1.00404,63.882588148117065,2410.0,0.00648333,-0.00300927,10.724658012390137,20,2.8447,17.1964,0.0,0.00458033,0.829998916677,5763.23693769,0.0461849,17400.0,10.80739974975586
1.00507,74.43432879447937,1665.0,0.0204583,-0.025299,10.490124702453613,20,2.84699,17.2358,0.0,-0.0141328,0.797556225145,5054.72798477,0.153927,19100.0,10.544559240341187
