AverageReturn,AveragePolicyStd,ItrTime,StdReturn,MaxReturn,Time,MaxKL,Entropy,MeanKL,LossBefore,Perplexity,ExplainedVariance,LossAfter,MinReturn,NumTrajs,TotalExecTime
1925.0,0.949513,11.958741426467896,1097.66798259,4900.0,11.95873475074768,1.05879,2.73374,0.180055,0.0106705,15.3903,0.414414742873,-0.00905625,200.0,20,11.81926941871643
5365.0,0.954708,11.847758293151855,5789.58331834,17300.0,23.810566663742065,0.235275,2.74441,0.017175,-0.000855281,15.5554,0.440941035689,-0.01055,0.0,20,11.783491373062134
13140.0,0.954558,11.091668844223022,7785.07546527,21700.0,34.91706657409668,0.310042,2.74398,0.037102,-0.0130662,15.5488,0.630092728375,-0.0292232,800.0,20,11.051761150360107
13625.0,0.951537,11.36208701133728,6803.22533803,22300.0,46.28819561004639,0.169882,2.73745,0.0126312,0.0102663,15.4475,0.832626549902,0.00395811,1600.0,20,11.331443548202515
15370.0,0.953991,11.713743925094604,7492.33608429,22000.0,58.014286279678345,1.24867,2.74258,0.0659827,-0.0145213,15.527,0.821871065592,-0.0437577,0.0,20,11.61158013343811
19035.0,0.950477,12.114696025848389,4665.54123334,22200.0,70.13495016098022,0.157982,2.73532,0.0521328,-0.0180904,15.4147,0.936852927321,-0.0305212,0.0,20,12.047698020935059
19555.0,0.946051,11.414948463439941,4706.00414364,22400.0,81.56323194503784,0.267786,2.72628,0.0712192,0.0098441,15.2759,0.859298605912,-0.00483221,0.0,20,11.354841232299805
