AverageReturn,MinReturn,MaxKL,TotalExecTime,LossBefore,StdReturn,AveragePolicyStd,MaxReturn,ItrTime,Entropy,NumTrajs,LossAfter,Perplexity,MeanKL,Time,ExplainedVariance
345.0,0.0,4.18104,13.676848411560059,0.00393441,477.990585681,1.12957,1400.0,13.761142492294312,3.08155,20,-0.00419832,21.7921,0.0280912,13.761132717132568,0.407887019778
85.0,0.0,0.117072,14.675409078598022,-0.0149987,235.10635891,1.13179,1000.0,14.747661828994751,3.08548,20,-0.017562,21.878,0.00183817,28.514115810394287,0.311890009177
190.0,0.0,2.73602,12.600123405456543,0.000113471,303.150127824,1.12756,1100.0,12.649694681167603,3.07798,20,-0.0100764,21.7146,0.0171373,41.1689088344574,0.330672469209
210.0,0.0,0.0286086,13.606608152389526,0.0127705,338.969025134,1.1276,1300.0,13.652772665023804,3.07804,20,0.0114009,21.7158,0.000833077,54.82586908340454,0.411123089617
195.0,0.0,0.139414,14.115855693817139,-0.00300989,489.361829325,1.13122,2100.0,14.157219886779785,3.08443,20,-0.00547857,21.8549,0.00337762,68.98730397224426,0.401897730763
105.0,0.0,0.204054,13.601907968521118,-0.00216174,193.584606826,1.13035,600.0,13.667802810668945,3.08292,20,-0.00456625,21.822,0.00345405,82.66059160232544,0.306705856265
340.0,0.0,0.575076,13.945716857910156,0.00475681,660.605782597,1.12974,2700.0,13.988042831420898,3.08184,20,0.00227825,21.7985,0.00269573,96.654794216156,0.407938185516
