MinReturn,LossBefore,AveragePolicyStd,NumTrajs,TotalExecTime,StdReturn,ItrTime,MaxReturn,Perplexity,LossAfter,Entropy,MeanKL,AverageReturn,ExplainedVariance,Time,MaxKL
0.0,-0.0,0.870797,20,32.32872748374939,0.0,32.62227749824524,0.0,12.9461,-0.0,2.5608,0.0,0.0,1,32.6222710609436,0.0
0.0,-0.0,0.870797,20,32.95944881439209,0.0,33.217047691345215,0.0,12.9461,-0.0,2.5608,0.0,0.0,1,65.8523941040039,0.0
0.0,-0.0,0.870797,20,32.912593364715576,0.0,33.069942235946655,0.0,12.9461,-0.0,2.5608,0.0,0.0,1,98.93539571762085,0.0
0.0,-0.0,0.870797,20,34.00218844413757,0.0,34.13876533508301,0.0,12.9461,-0.0,2.5608,0.0,0.0,1,133.09135794639587,0.0
0.0,-0.0,0.870797,20,34.40997886657715,0.0,34.52162837982178,0.0,12.9461,-0.0,2.5608,0.0,0.0,1,167.63733410835266,0.0
0.0,-0.0,0.870797,20,33.608678579330444,0.0,33.77228546142578,0.0,12.9461,-0.0,2.5608,0.0,0.0,1,201.42406702041626,0.0
0.0,-0.0,0.870797,20,33.7047643661499,0.0,33.90288472175598,0.0,12.9461,-0.0,2.5608,0.0,0.0,1,235.34557366371155,0.0
