AverageReturn,LossBefore,MeanKL,ExplainedVariance,MaxKL,MinReturn,AveragePolicyStd,ItrTime,LossAfter,NumTrajs,Time,Entropy,Perplexity,StdReturn,MaxReturn,TotalExecTime
19015.0,-0.0154558,0.307014,0.8942878339,1.60035,16300.0,0.95435,7.6802003383636475,-0.0833601,20,7.680195569992065,2.74043,15.4937,1547.99063305,21500.0,7.597610235214233
15895.0,0.00992197,0.0196443,0.774317045287,0.0636586,0.0,0.947924,5.617316007614136,0.00204066,20,13.30044150352478,2.72498,15.2561,8015.07797841,21500.0,5.539247512817383
17515.0,0.0058584,0.0174516,0.804241035703,0.190501,0.0,0.95016,5.567059278488159,-0.000753112,20,18.871957540512085,2.72994,15.3319,7376.94211716,21700.0,5.522521257400513
19890.0,-0.00570091,0.0384664,0.850241146311,0.160844,0.0,0.951694,5.7676520347595215,-0.0146792,20,24.643219232559204,2.73287,15.3769,4637.01412549,22200.0,5.712961435317993
20800.0,-0.0185484,0.0474479,0.969411875639,0.198135,18100.0,0.950338,5.668521881103516,-0.0399434,20,30.315372467041016,2.73002,15.3331,1059.24501415,22300.0,5.638343572616577
20450.0,-0.0099819,0.102588,0.969259814377,0.394688,18200.0,0.946038,5.692055702209473,-0.0364299,20,36.013925313949585,2.72074,15.1916,969.793792515,22000.0,5.651676893234253
20670.0,-0.0134502,0.0445679,0.973189704068,0.205787,17500.0,0.943969,5.633187294006348,-0.0302709,20,41.65435576438904,2.71575,15.116,979.846926821,21900.0,5.553847551345825
