Time,MeanKL,MaxReturn,NumTrajs,ItrTime,MinReturn,ExplainedVariance,LossBefore,MaxKL,Entropy,AverageReturn,AveragePolicyStd,TotalExecTime,StdReturn,Perplexity,LossAfter
10.737722396850586,0.0960433,900.0,20,10.73772668838501,0.0,0.671045813662,-0.000315424,1.22399,2.7007,520.0,0.935103,10.661219120025635,312.409987036,14.8902,-0.0218456
21.383292198181152,0.0102137,900.0,20,10.641106128692627,400.0,0.905847905921,-0.0313417,0.0561534,2.70039,765.0,0.934858,10.587260246276855,135.185058346,14.8855,-0.0364904
32.028191804885864,0.0155009,1000.0,20,10.641684770584106,600.0,0.912752207842,0.0150325,0.157289,2.68472,765.0,0.927342,10.610421180725098,106.183802908,14.654,0.00611833
42.92763614654541,0.022858,1400.0,20,10.895523071289062,700.0,0.891406300973,-0.00357675,0.175702,2.69223,1000.0,0.930823,10.847817659378052,202.484567313,14.7646,-0.0100273
53.719844341278076,0.00847741,1700.0,20,10.771589517593384,900.0,0.890029731832,-0.00187537,0.130055,2.69044,1105.0,0.930182,10.723328113555908,203.654118544,14.7382,-0.00814105
64.4202971458435,0.0317556,2200.0,20,10.696053981781006,900.0,0.848506455481,-0.00612892,0.135542,2.68951,1200.0,0.929987,10.64049482345581,288.097205818,14.7244,-0.0145998
74.95758175849915,0.102021,5300.0,20,10.520207643508911,1000.0,0.530699232741,0.0145581,0.445341,2.68644,1810.0,0.928614,10.444603681564331,1029.02866821,14.6794,-0.00856156
