LossAfter,MaxReturn,MinReturn,NumTrajs,AveragePolicyStd,LossBefore,Entropy,AverageReturn,MeanKL,ExplainedVariance,Time,TotalExecTime,ItrTime,MaxKL,Perplexity,StdReturn
-0.0,0.0,0.0,20,0.947542,-0.0,2.72206,0.0,0.0,1,5.880645036697388,5.826459169387817,5.880653142929077,0.0,15.2117,0.0
-0.0,0.0,0.0,20,0.947542,-0.0,2.72206,0.0,0.0,1,11.614663124084473,5.678515195846558,5.730868339538574,0.0,15.2117,0.0
-0.0,0.0,0.0,20,0.947542,-0.0,2.72206,0.0,0.0,1,17.395124673843384,5.742529630661011,5.770183324813843,0.0,15.2117,0.0
-0.0,0.0,0.0,20,0.947542,-0.0,2.72206,0.0,0.0,1,23.361461877822876,5.895256280899048,5.961725950241089,0.0,15.2117,0.0
-0.0,0.0,0.0,20,0.947542,-0.0,2.72206,0.0,0.0,1,29.085268020629883,5.6781206130981445,5.715668678283691,0.0,15.2117,0.0
-0.0,0.0,0.0,20,0.947542,-0.0,2.72206,0.0,0.0,1,35.03511142730713,5.908884763717651,5.944597244262695,0.0,15.2117,0.0
-0.0016394,100.0,0.0,20,0.947542,0.0255906,2.72206,5.0,0.0548336,0.0514462970078,41.074912548065186,5.993332862854004,6.031809329986572,0.963888,15.2117,21.7944947177
