MeanKL,MaxKL,Time,ItrTime,AverageReturn,Perplexity,ExplainedVariance,LossBefore,NumTrajs,TotalExecTime,StdReturn,Entropy,LossAfter,MinReturn,AveragePolicyStd,MaxReturn
0.00564572,0.0985745,33.91915488243103,33.91916251182556,425.0,12.9461,0.907356169118,-0.00995097,20,33.598817110061646,82.9156197589,2.5608,-0.0143263,300.0,0.870797,600.0
0.0289256,0.296232,66.97833371162415,33.042762756347656,490.0,12.8179,0.901964562385,0.0163896,20,32.8283314704895,88.8819441732,2.55085,0.011715,300.0,0.86647,600.0
0.0304488,0.187886,98.26982235908508,31.28438925743103,645.0,12.9234,0.867047885406,0.00224283,20,31.052024841308594,165.755844543,2.55904,-0.00782628,400.0,0.870062,1000.0
0.00971192,0.0821758,130.87896990776062,32.60166573524475,830.0,12.9379,0.852642454725,0.00752006,20,32.502570390701294,251.197133742,2.56016,-0.000168838,500.0,0.870504,1600.0
0.181897,0.455058,166.45064234733582,35.50479245185852,1555.0,12.9867,0.435697925981,0.00529832,20,35.37810134887695,793.394605477,2.56392,-0.0241009,600.0,0.872101,3500.0
0.521727,1.2624,199.50761008262634,33.003631830215454,42920.0,13.0211,0.826893410712,-0.00367725,20,32.84527111053467,2492.50877631,2.56657,-0.0941246,37000.0,0.873307,47400.0
0.413479,0.935317,232.29308485984802,32.755308389663696,46940.0,12.9972,0.91658054751,-0.0229148,20,32.7049560546875,2137.14763177,2.56473,-0.0796512,42100.0,0.872466,50000.0
