MaxKL,LossAfter,Entropy,MaxReturn,LossBefore,MinReturn,NumTrajs,Time,AveragePolicyStd,StdReturn,Perplexity,ExplainedVariance,ItrTime,MeanKL,TotalExecTime,AverageReturn
0.853144,-0.0308079,2.74043,6300.0,0.00596944,200.0,20,5.912750959396362,0.95435,1703.66516663,15.4937,0.169884910717,5.912752151489258,0.275265,5.829495668411255,3105.0
0.286552,-0.0331912,2.7464,20200.0,-0.00538182,12400.0,20,11.37183403968811,0.956488,1994.84335225,15.5865,0.787239480717,5.4566662311553955,0.0875818,5.38740611076355,16760.0
0.504989,-0.0301434,2.74371,20500.0,-0.00866862,13600.0,20,17.260876178741455,0.955205,1744.96418301,15.5446,0.883251600944,5.8829004764556885,0.109372,5.806548833847046,17990.0
0.275785,-0.0338259,2.73938,21900.0,-0.00785046,15100.0,20,23.096989154815674,0.953528,1621.99722564,15.4773,0.880796649315,5.829073190689087,0.102966,5.804606676101685,18625.0
0.375902,-0.0592548,2.73545,20800.0,-0.0227245,13300.0,20,29.01287341117859,0.951798,1858.11732676,15.4167,0.884922074703,5.911292314529419,0.137836,5.860151529312134,18520.0
0.117413,-0.0351667,2.72409,20800.0,-0.0109133,12400.0,20,34.715726375579834,0.946581,2337.92643169,15.2425,0.811755242324,5.6985392570495605,0.0596961,5.663066864013672,17210.0
0.441149,-0.0370177,2.71863,21300.0,-0.0233608,17500.0,20,40.42599272727966,0.944471,1066.43096354,15.1596,0.956167110249,5.698769569396973,0.0377043,5.668004989624023,19935.0
