StdReturn,ItrTime,Entropy,AveragePolicyStd,ExplainedVariance,MaxReturn,LossBefore,LossAfter,TotalExecTime,Perplexity,AverageReturn,MaxKL,MinReturn,Time,MeanKL,NumTrajs
34.5506874027,4.8266706466674805,2.40341,0.805297,0.041174209242,200.0,0.0284407,-0.0134725,4.758998155593872,11.0609,7.5,3.00466,0.0,4.826666355133057,0.168227,40
97.9795897113,6.171717643737793,2.43185,0.81673,0.0586720096625,600.0,0.00586548,-0.0280439,6.126590251922607,11.3799,30.0,0.403364,0.0,11.002725601196289,0.0679547,40
199.687255477,4.710674047470093,2.43479,0.818305,0.0930544640582,600.0,-0.00762177,-0.0564828,4.660065174102783,11.4134,175.0,4.02968,0.0,15.717462062835693,0.152596,40
561.048126278,4.633668899536133,2.43097,0.816901,0.313322407204,2500.0,0.0118606,-0.0853396,4.591615915298462,11.37,835.0,1.91669,0.0,20.357003211975098,0.29802,40
1140.95354857,4.581238031387329,2.4369,0.819418,0.76352711696,6200.0,-0.0386772,-0.0793744,4.551388740539551,11.4376,4615.0,0.482487,800.0,24.94391894340515,0.110056,40
1176.18025829,5.04151725769043,2.41757,0.811242,0.869962115322,7800.0,-0.0516988,-0.0784184,5.009141206741333,11.2185,6090.0,7.85667,2400.0,29.99112868309021,0.0736163,40
2176.25825673,4.505874872207642,2.39172,0.800692,0.780504652551,8300.0,-0.0132933,-0.0517775,4.45465350151062,10.9322,6130.0,1.96306,1500.0,34.50255870819092,0.0838866,40
