AveragePolicyStd,MaxReturn,Entropy,LossBefore,MeanKL,MinReturn,Perplexity,AverageReturn,ExplainedVariance,NumTrajs,MaxKL,ItrTime,TotalExecTime,LossAfter,Time,StdReturn
1.00066,5900.0,2.8392,0.00380973,145.286,0.0,17.1021,670.0,0.452127611556,20,17250.7,15.507432460784912,15.257577657699585,43.9001,15.507426738739014,1487.31301346
1.00257,13500.0,2.84301,-0.0138437,0.000300517,0.0,17.1674,1270.0,0.501531381946,20,0.0360519,17.728721857070923,17.437536478042603,-0.0152023,33.2464165687561,3391.47460554
0.999111,11700.0,2.83609,0.0104194,0.0018014,0.0,17.049,1900.0,0.529303655904,20,0.043925,18.133014917373657,17.89645218849182,0.0077771,51.39122033119202,3488.83934855
1.00176,12200.0,2.8413,-0.0266486,0.00273487,0.0,17.138,1290.0,0.504781064097,20,0.29587,16.791924953460693,16.611554622650146,-0.0310812,68.21150994300842,2956.83952896
0.995093,4300.0,2.82797,0.00299236,3.06051,0.0,16.9112,285.0,0.0930712358163,20,165.361,16.66680884361267,16.378685235977173,-0.211222,84.89119911193848,970.193279713
0.995822,8500.0,2.82947,0.00232545,1.98808,0.0,16.9365,1835.0,0.268377533152,20,111.197,16.679868459701538,16.35263228416443,-0.372417,101.58911561965942,2909.17084407
0.996438,4400.0,2.83063,-0.00396356,0.00346019,0.0,16.9562,390.0,0.220021009126,20,0.256887,16.46287226676941,16.286004543304443,-0.00657908,118.06912660598755,1140.57003292
