MaxKL,ItrTime,ExplainedVariance,MeanKL,LossBefore,NumTrajs,MinReturn,Perplexity,StdReturn,LossAfter,Time,Entropy,MaxReturn,AverageReturn,AveragePolicyStd,TotalExecTime
0.525166,8.036387920379639,0.43968174485,0.145228,0.0135087,20,2700.0,15.3903,4792.33502585,-0.0101638,8.036381006240845,2.73374,22100.0,9895.0,0.949513,7.962088584899902
0.87771,7.5489349365234375,0.57483711109,0.142983,-0.0226783,20,5700.0,15.5996,4113.40491564,-0.0662929,15.59190845489502,2.74725,19700.0,12830.0,0.955876,7.445154428482056
0.379525,7.248143434524536,0.843304088791,0.0749173,0.0333089,20,0.0,15.4237,5639.06907211,0.00343033,22.844375133514404,2.73591,21700.0,16070.0,0.950511,7.201659440994263
0.139726,7.515922546386719,0.837434726695,0.0293823,-0.0105573,20,12300.0,15.6828,2642.3663637,-0.0230041,30.36407494544983,2.75256,20600.0,18030.0,0.95845,7.465044260025024
0.194417,7.0263214111328125,0.851616632108,0.00489537,-0.00371885,20,0.0,15.6002,4526.28710976,-0.0087905,37.404218435287476,2.74728,21300.0,18165.0,0.955871,6.92353367805481
0.391595,7.081973314285278,0.828253415114,0.0200403,-0.0162224,20,0.0,15.5712,7234.56287553,-0.0247758,44.48891353607178,2.74542,21900.0,15690.0,0.955015,7.010981559753418
0.031316,7.2108471393585205,0.939146660736,0.00222017,0.00630118,20,0.0,15.4454,4573.84958214,0.00426693,51.70847535133362,2.73731,21600.0,19270.0,0.951053,7.144627571105957
